Protein.ID	protein.length	aa.synthesis.average.cost
AT4G29920.2	1020	19.44
AT4G29920.1	1017	19.45
AT5G24160.2	393	20.04
AT5G24160.1	517	20.01
AT5G24160.3	440	19.92
AT3G12650.1	238	20.62
AT5G17305.1	74	17.31
AT1G26250.1	443	21.88
AT1G27280.1	225	21.5
AT1G28310.1	311	18.96
AT1G28310.2	335	18.96
AT5G43030.1	564	22.11
AT4G09660.1	664	21.02
AT4G31240.2	392	21.4
AT4G31240.1	392	21.4
AT1G56030.1	391	20.2
AT1G50280.2	492	20.63
AT1G50280.1	525	20.65
AT5G47800.4	559	20.29
AT5G47800.1	559	20.29
AT5G47800.3	559	20.29
AT5G47800.2	672	20.44
AT1G70720.2	212	19.68
AT1G70720.1	200	19.79
AT4G24160.1	418	20.96
AT4G24160.2	342	20.95
AT2G24625.1	88	22.62
AT1G79330.1	410	19.16
AT2G31720.1	313	19.53
AT1G50200.2	1011	19.73
AT1G50200.1	1003	19.72
AT3G49590.2	603	19.03
AT3G49590.3	618	19.26
AT3G49590.1	603	19.03
AT5G23400.1	589	19.29
AT5G14540.1	547	17.53
AT2G23760.3	627	18.72
AT2G23760.4	679	19.31
AT2G23760.1	627	18.72
AT2G23760.2	627	18.72
AT2G33050.1	800	20.27
AT5G02330.1	656	21.82
AT1G12530.1	193	18.52
AT4G08950.1	314	19.83
AT1G72950.1	379	20.87
AT5G61680.1	364	20.85
AT5G46980.1	184	21.9
AT3G01730.1	87	19.25
AT1G26960.1	255	19.3
AT1G25580.1	449	19.35
AT3G23730.1	291	21.73
AT3G20140.1	510	21.06
AT3G21670.1	590	21.06
AT1G09570.6	1122	19.7
AT1G09570.1	1122	19.7
AT1G09570.5	1122	19.7
AT1G09570.4	1122	19.7
AT1G09570.2	1014	19.8
AT1G09570.3	1126	19.72
AT1G18197.2	134	18.91
AT1G18197.1	106	18.58
AT3G10190.1	209	18.65
AT5G44030.1	1049	21.57
AT5G44030.2	1078	21.65
AT5G44030.3	770	21.78
AT1G26340.1	135	20.18
AT4G16670.3	380	18.4
AT4G16670.2	351	18.09
AT4G16670.1	429	18.25
AT3G62660.1	361	21.7
AT4G18422.1	88	20.45
AT1G33240.2	630	18.92
AT1G33240.1	669	18.12
AT1G33240.3	594	18.28
AT3G55830.1	334	22.27
AT3G47160.2	257	21.15
AT3G47160.1	245	21.25
AT3G47160.3	208	21.72
AT4G21800.1	379	19.77
AT4G21800.2	379	19.77
AT5G39700.1	190	22.07
AT5G25820.1	654	21.01
AT1G19720.1	894	20.89
AT5G04390.1	362	18.68
AT5G04230.1	694	19.35
AT5G04230.2	698	19.38
AT3G07425.1	98	22.62
AT1G55180.1	762	20.93
AT1G55180.2	740	20.88
AT1G28395.5	91	19.25
AT1G28395.1	95	19.22
AT1G28395.3	95	19.22
AT1G28395.4	95	19.16
AT1G28395.6	95	19.16
AT1G28395.2	95	19.22
AT3G49640.4	303	19.77
AT3G49640.1	329	20.11
AT3G49640.2	290	19.86
AT3G49640.3	251	19.63
AT3G49640.5	264	19.45
AT4G16195.1	161	21.76
AT5G50170.1	1027	20.51
AT1G54520.1	391	19.25
AT2G11810.1	465	21.19
AT2G11810.4	342	21.28
AT2G11810.2	362	21.61
AT2G11810.3	372	21.73
AT1G09320.1	517	20.76
AT4G21610.1	155	17.97
AT4G21610.2	147	19.16
AT2G43250.1	625	19.32
AT1G51940.1	651	20.01
AT1G58080.1	411	18.75
AT3G54200.1	235	19.55
AT1G09260.1	138	21.93
AT4G16008.1	78	20.18
AT1G17345.1	131	20.95
AT1G62915.1	127	20.04
AT2G40050.1	609	22.7
AT2G40050.2	374	22.62
AT1G07885.2	54	20.76
AT1G07885.1	54	20.76
AT3G09050.1	258	19
AT3G56000.1	535	22.43
AT3G60980.1	412	21.35
AT1G27385.2	201	19.14
AT1G27385.3	230	19.52
AT1G27385.4	254	19.81
AT1G27385.1	202	19.1
AT2G11271.1	41	21.22
AT5G13950.3	954	18.85
AT5G13950.4	939	18.76
AT5G13950.2	939	18.76
AT5G13950.1	939	18.76
AT1G62960.1	557	19.08
AT1G17180.1	221	22.16
AT3G56010.1	201	19.04
AT4G12780.4	782	17.39
AT4G12780.2	894	17.97
AT4G12780.6	782	17.39
AT4G12780.3	877	17.81
AT4G12780.5	809	17.47
AT4G12780.1	904	17.86
AT5G08050.1	158	18.66
AT1G32630.1	133	19.92
AT1G32630.2	133	19.92
AT5G22740.1	534	22.71
AT5G09730.1	773	19.34
AT3G47030.1	414	21.71
AT4G19560.1	460	18.77
AT4G19560.2	388	18.8
AT1G23130.1	160	19.56
AT2G33360.2	448	19.37
AT2G33360.1	603	19.03
AT4G23230.1	627	20.33
AT1G29300.1	459	19.91
AT4G39910.1	371	20.86
AT1G49405.1	152	21.29
AT1G13480.1	387	20.77
AT3G27420.1	244	18.35
AT4G31700.1	250	19.68
AT4G31700.2	188	19.43
AT1G75840.1	196	20.66
AT3G63440.1	533	20.87
AT1G65170.1	259	21.97
AT5G27330.1	628	18.58
AT1G31555.1	63	21.3
AT3G12040.1	254	19.69
AT3G12040.2	200	19.6
AT5G42785.1	115	20.98
AT5G13240.2	228	21.58
AT5G13240.3	244	21.73
AT5G13240.1	224	21.31
AT3G45950.1	385	19.97
AT1G58370.1	917	20.12
AT1G58370.2	945	20.16
AT4G02850.1	306	20.6
AT1G14280.1	442	19.11
AT5G07420.1	361	20.57
AT2G18560.1	380	20.37
AT3G29800.1	440	21.05
AT3G42630.1	415	21.47
AT5G56590.1	506	20.04
AT5G09890.1	515	20.4
AT5G09890.2	516	20.38
AT1G74670.1	101	21.91
AT3G57360.1	254	19.89
AT2G01760.2	410	19.7
AT2G01760.3	317	19
AT2G01760.1	382	19.25
AT1G76290.1	546	20.5
AT5G09610.1	517	20.15
AT1G03760.1	391	18.43
AT3G57100.1	359	19.94
AT4G37022.1	99	18.24
AT1G74840.2	239	18.8
AT1G74840.1	265	18.63
AT1G80165.1	71	19.08
AT3G51630.2	549	19.77
AT3G51630.1	549	19.77
AT1G17190.1	220	22.98
AT5G04090.7	277	18.84
AT5G04090.6	322	18.81
AT5G04090.1	264	19.08
AT5G04090.5	264	19.08
AT5G04090.4	277	18.84
AT5G04090.2	305	18.9
AT5G04090.3	264	19.08
AT2G07706.1	504	19.46
AT4G11920.1	475	19.78
AT5G40170.1	792	20.55
AT5G50640.1	548	18.91
AT1G14480.2	398	21.26
AT1G14480.1	441	21.3
AT1G80240.1	370	20.15
AT1G32880.1	183	20.01
AT2G47140.1	257	18.64
AT5G15070.3	939	20.01
AT5G15070.4	1049	20.02
AT5G15070.6	808	19.6
AT5G15070.1	1049	20.02
AT5G15070.5	1055	20
AT5G15070.7	808	19.6
AT5G15070.2	1059	20.05
AT5G17780.1	417	21.86
AT5G17780.2	419	21.83
AT5G53730.1	213	21.48
AT3G48140.1	88	21.33
AT2G21540.4	548	20.72
AT2G21540.1	548	20.72
AT2G21540.2	548	20.72
AT2G21540.5	542	20.73
AT2G21540.6	548	20.72
AT2G21540.3	542	20.73
AT3G49790.1	366	19.41
AT4G04690.1	378	22.35
AT1G30890.2	269	22.39
AT1G30890.1	269	22.39
AT1G72520.1	926	20.27
AT2G43630.1	274	20.12
AT1G23280.1	303	20.24
AT3G30840.1	58	17.45
AT3G27027.1	69	23.06
AT3G18590.1	188	20.31
AT2G23945.1	458	20.72
AT3G14000.1	374	18.58
AT3G14000.2	374	18.58
AT5G41260.1	487	19.53
AT1G12220.2	889	20.75
AT1G12220.1	889	20.75
AT1G12220.3	768	20.8
AT3G17765.1	127	21.29
AT2G29880.1	308	20.63
AT1G06540.1	125	17.44
AT1G66920.2	617	20.62
AT1G66920.1	609	20.66
AT1G66920.3	591	20.74
AT4G14675.1	159	20.33
AT5G19760.1	298	19.9
AT5G47990.1	511	21.16
AT2G47050.1	216	20.96
AT3G22930.1	173	17.84
AT3G22930.2	131	17.23
AT1G22680.1	185	19.49
AT1G61260.1	344	19.74
AT1G02210.1	87	23.43
AT5G48657.1	245	20.3
AT5G48657.6	289	20.63
AT5G48657.3	277	20.47
AT5G48657.2	219	19.12
AT5G48657.4	276	19.57
AT5G48657.5	310	20.68
AT3G23200.2	125	22.02
AT3G23200.1	152	21.3
AT4G32640.1	1080	18.87
AT4G32640.2	1080	18.87
AT5G49190.1	807	20.73
AT5G49190.3	741	20.74
AT5G49190.2	797	20.83
AT2G22465.1	68	19.74
AT4G28840.3	148	19.19
AT4G28840.2	180	19.98
AT4G28840.1	193	19.09
AT3G20890.1	292	19.36
AT3G20890.2	229	18.93
AT4G16215.1	123	18.17
AT3G62040.1	212	20
AT5G63990.1	357	18.63
AT5G63990.2	298	18.67
AT1G72175.2	151	20.87
AT1G72175.1	185	20.95
AT1G76550.1	617	19.66
AT1G17860.1	196	21.39
ATCG00760.1	37	21.54
AT1G53980.1	91	19.38
AT3G03900.1	208	19.47
AT3G03900.2	208	19.47
AT3G03900.3	149	19.41
AT3G22421.1	428	22.27
ATMG01020.1	153	20.14
AT1G69360.1	896	18.74
AT1G02270.2	349	21.34
AT1G02270.1	484	21.02
AT1G07260.1	476	20.38
AT2G27260.1	243	20.64
AT5G54840.2	215	21.8
AT5G54840.3	231	21.61
AT5G54840.1	288	22.01
AT5G40430.1	256	20.7
AT3G22053.1	149	20.94
AT5G07520.1	228	18.06
AT5G07520.2	226	18.02
AT3G24093.1	282	21.49
AT5G66310.1	1063	19.47
AT5G66310.3	1063	19.47
AT5G66310.2	1063	19.47
AT1G43580.1	421	21.96
AT4G10695.1	234	22.38
AT4G10695.2	234	22.38
AT4G37250.1	768	19.47
AT2G23570.1	179	20.83
AT5G10020.2	1000	19.21
AT5G10020.1	1048	19.2
AT1G26540.1	695	19.7
AT4G22840.1	409	20.59
AT4G23780.1	172	19.1
AT4G23780.2	172	19.1
AT4G28790.4	301	18.22
AT4G28790.2	340	18.44
AT4G28790.3	301	18.22
AT4G28790.6	301	18.22
AT4G28790.1	413	18.85
AT4G28790.8	283	18
AT4G28790.5	283	18
AT4G28790.7	283	18
AT3G30390.2	460	20.95
AT3G30390.3	460	20.95
AT3G30390.1	460	20.95
AT4G03115.2	226	19.77
AT4G03115.5	243	20.14
AT4G03115.6	251	20.17
AT4G03115.1	314	19.94
AT4G03115.3	346	20.11
AT4G03115.4	227	19.58
AT1G08430.1	493	20.45
AT5G65300.1	150	19.79
AT5G04540.1	833	19.74
AT2G31170.1	563	20.58
AT2G31170.3	401	20.24
AT2G31170.2	401	20.24
AT2G39510.1	374	21.33
AT1G54290.1	113	19.23
AT1G13340.1	409	18.56
AT2G32580.2	121	18.43
AT2G32580.1	183	18.68
AT1G53280.2	376	19.12
AT1G53280.1	438	19.19
AT4G13620.1	388	20.94
AT3G53560.2	388	20.12
AT3G53560.1	340	20.16
AT5G01690.1	767	21.78
AT4G33300.1	816	20.4
AT4G33300.2	816	20.4
AT3G03840.1	95	19.89
AT2G25920.1	280	17.67
AT1G73840.1	388	17.64
AT1G73840.2	327	17.43
AT4G37850.1	328	20.17
AT4G37850.2	328	20.17
AT4G21070.1	941	19
AT2G41430.1	163	20.11
AT2G41430.2	163	20.11
AT2G41430.4	163	20.11
AT2G41430.5	163	20.11
AT2G41430.3	120	20.54
AT5G53980.1	156	18.94
AT5G06280.3	156	19.92
AT5G06280.1	156	19.92
AT1G03600.1	174	18.63
AT1G29550.1	240	21.04
AT1G15850.1	140	19.39
AT4G30300.1	181	20.9
AT5G36880.1	693	20.59
AT5G36880.5	693	20.59
AT5G36880.2	743	20.36
AT5G36880.3	693	20.59
AT5G36880.4	610	20.65
AT5G36880.6	693	20.59
AT3G62410.1	131	17.91
AT1G76190.1	123	20.37
AT5G28500.1	434	19.55
AT5G28500.2	269	19.24
AT4G10010.1	469	20.06
AT4G10010.2	649	19.77
AT3G52170.4	472	17.93
AT3G52170.1	499	17.85
AT3G52170.2	499	17.85
AT3G52170.3	472	17.93
AT5G19680.1	328	19.07
AT5G14700.1	368	19.35
AT5G14700.2	290	19.73
AT3G27475.2	106	22.76
AT3G27475.1	81	23.88
AT5G49550.1	127	18.53
AT5G59440.2	224	19.75
AT5G59440.3	271	19.77
AT5G59440.1	263	19.81
AT1G49910.1	339	19.99
AT5G50320.1	565	20.16
AT3G15660.1	169	19.25
AT3G15660.2	169	19.25
AT5G13840.2	481	19.16
AT5G13840.1	481	19.16
AT1G22330.1	291	18.73
AT2G27450.3	220	20.55
AT2G27450.1	299	20.45
AT2G27450.2	326	20.43
AT2G23980.6	720	21.18
AT2G23980.5	747	21.11
AT2G23980.7	770	21.23
AT2G23980.8	770	21.23
AT2G23980.4	747	21.11
AT2G23980.1	747	21.11
AT2G23980.10	747	21.11
AT2G23980.2	770	21.23
AT2G23980.3	770	21.23
AT2G23980.9	747	21.11
AT2G44300.1	204	18.92
ATMG00090.1	556	21.75
AT1G20400.1	944	19.32
AT2G43480.1	335	20.46
AT4G36890.1	525	20.51
AT1G52470.1	235	20.58
AT1G52470.3	180	20.07
AT1G52470.2	181	19.72
AT3G58700.1	182	20.73
AT2G35280.1	163	21.06
AT4G10370.1	687	22.12
AT2G43280.2	171	21.13
AT2G43280.1	206	20.49
AT2G40770.3	1664	19.53
AT2G40770.1	1664	19.53
AT2G40770.2	1664	19.53
AT3G15730.1	810	20.84
AT1G50660.1	725	19.06
AT3G19770.2	384	18.17
AT3G19770.1	520	18.81
AT5G04970.1	624	19.58
AT5G08315.1	82	20.68
AT4G03945.1	192	21.39
AT4G03945.2	124	21.92
AT4G04870.1	341	21.12
AT3G57580.1	408	21.42
AT5G63530.2	340	18.49
AT5G63530.1	355	18.43
AT1G13440.1	338	20.16
AT1G13440.2	310	20.33
AT1G50360.1	1153	19.78
AT5G64960.1	513	19.93
AT5G64960.2	460	20.12
AT2G20490.3	64	20.73
AT2G20490.2	63	20.63
AT2G20490.1	64	20.73
AT2G31010.2	775	19.66
AT2G31010.1	775	19.66
AT2G25280.1	291	21.03
AT4G28450.1	452	20.51
AT1G64500.1	368	18.86
AT5G11230.1	351	22.31
AT3G57880.1	773	21.55
AT3G57880.3	773	21.55
AT3G57880.2	773	21.55
AT3G57880.4	773	21.55
AT4G34520.1	506	20.65
AT2G17120.1	350	19.08
AT3G26390.1	166	20.27
AT2G43190.4	261	20.18
AT2G43190.1	296	20.15
AT2G43190.5	296	20.15
AT2G43190.3	295	20.15
AT2G43190.2	295	20.15
AT5G58880.1	1089	18.1
AT2G14520.2	417	20.28
AT2G14520.1	423	20.12
AT2G14520.4	423	20.12
AT2G14520.3	340	20.07
AT1G33400.3	632	19.71
AT1G33400.2	810	20.14
AT1G33400.1	798	19.71
AT3G56820.3	204	19.48
AT3G56820.1	220	19.56
AT3G56820.2	163	20.06
AT3G02600.1	364	21.64
AT3G02600.5	314	21.86
AT3G02600.9	314	21.86
AT3G02600.2	333	22.03
AT3G02600.11	314	21.86
AT3G02600.12	314	21.86
AT3G02600.4	314	21.86
AT3G02600.8	314	21.86
AT3G02600.3	314	21.86
AT3G02600.7	314	21.86
AT3G02600.10	314	21.86
AT3G02600.6	314	21.86
AT5G05740.3	524	19.49
AT5G05740.1	556	19.72
AT5G05740.2	527	19.54
AT1G51960.1	351	19.51
AT3G02555.1	162	18.82
AT3G02555.2	162	18.82
AT5G59700.1	829	20.17
AT1G08840.2	1315	19.29
AT1G08840.4	1328	19.29
AT1G08840.5	1048	19.3
AT1G08840.3	1331	19.28
AT1G08840.1	1296	19.24
AT3G22142.1	1480	17.85
AT5G08180.1	156	19.31
AT5G08180.2	156	19.31
AT3G46810.1	686	21.87
AT2G28080.1	482	20.85
AT1G03250.4	195	19.38
AT1G03250.2	251	19.9
AT1G03250.1	245	19.74
AT1G03250.3	187	20.24
AT5G60980.3	460	18
AT5G60980.1	459	18.02
AT5G60980.4	459	18.02
AT5G60980.2	460	18
AT1G78220.1	245	20.03
AT1G69530.4	220	20.25
AT1G69530.1	250	19.82
AT1G69530.3	275	19.91
AT1G69530.5	245	20.31
AT1G69530.2	250	19.82
AT3G60550.1	230	21.22
AT1G09430.1	424	20.11
AT1G30960.1	437	19.81
AT5G24020.1	326	19.33
AT1G66080.1	190	20.78
AT1G08490.1	463	19.86
AT5G22190.1	117	20.38
AT4G22010.1	541	21.2
AT1G61870.1	408	20.19
AT3G03470.1	511	21.68
AT5G01910.2	164	20.67
AT5G01910.1	180	18.97
AT1G32190.2	337	21.05
AT1G32190.1	422	20.68
AT5G04860.2	631	19.3
AT5G04860.1	782	19.64
AT2G44000.1	209	20.96
ATMG00665.1	7	20.57
AT3G25716.1	64	22.55
AT4G39830.1	582	21.36
AT4G39830.3	485	21.07
AT4G39830.2	487	21.1
AT4G39830.4	474	20.97
AT2G46535.1	175	20.61
AT5G60360.1	358	19.88
AT5G60360.2	357	19.91
AT5G60360.3	361	20.15
AT1G72310.1	324	18.37
AT5G66640.2	477	20.27
AT5G66640.7	450	20.27
AT5G66640.4	481	20.3
AT5G66640.1	450	20.27
AT5G66640.6	478	20.25
AT5G66640.5	482	20.28
AT5G66640.3	343	20.82
AT5G39210.1	156	20.17
AT1G54240.1	229	18.31
AT5G43480.1	81	22.3
AT1G67265.1	40	23.8
AT2G35710.1	497	22.08
AT2G35710.3	115	20.71
AT2G35710.2	389	22.51
AT2G35710.4	318	21.69
AT5G54730.1	763	18.92
AT5G54730.2	651	19
AT1G23500.1	345	20.39
AT2G18890.1	392	20.53
AT2G18890.3	343	20.76
AT2G18890.2	277	21.01
AT1G16910.1	164	20.73
AT1G32030.1	333	19.61
AT5G28020.6	323	18.81
AT5G28020.3	323	18.81
AT5G28020.1	323	18.81
AT5G28020.5	237	18.76
AT5G28020.4	323	18.81
AT5G28020.2	323	18.81
AT4G26390.1	497	19.49
AT2G05580.1	302	14.28
AT4G04265.1	119	18.44
AT2G25710.2	367	20.57
AT2G25710.6	298	20.41
AT2G25710.1	367	20.57
AT2G25710.8	307	20.84
AT2G25710.4	329	20.57
AT2G25710.7	298	20.41
AT2G25710.3	307	20.84
AT2G25710.5	329	20.57
AT4G21980.2	137	20.84
AT4G21980.1	122	20.55
AT2G47200.1	88	20.08
AT2G16020.1	76	17.86
AT1G55620.1	585	19.26
AT1G55620.2	781	19.15
AT4G28920.1	292	21.66
AT4G01370.1	376	20.45
AT5G41620.3	506	18.75
AT5G41620.1	623	18.9
AT5G41620.4	506	18.75
AT5G41620.2	464	18.87
AT2G13610.1	649	20.91
AT2G21655.1	156	21.51
AT1G28300.1	363	19.95
AT2G15310.1	205	20.39
AT1G66670.1	309	19.45
AT5G24800.1	277	17.8
AT1G11680.1	488	21.21
AT3G07790.1	508	19.09
AT3G17660.1	232	19.97
AT3G17660.3	222	19.82
AT3G17660.4	184	20.07
AT3G17660.5	195	20.54
AT3G17660.2	246	20.46
AT2G35000.1	378	19.49
AT2G03200.1	461	19.1
AT5G08300.1	347	18.62
AT1G74675.2	148	24.05
AT1G74675.1	189	21.75
AT4G20580.1	256	21.05
AT4G31490.2	948	19.78
AT4G31490.3	948	19.78
AT4G31490.1	948	19.78
AT2G27990.2	450	19.39
AT2G27990.1	584	19.41
AT3G56400.1	294	19.68
AT5G61810.1	478	20.43
AT5G61810.2	335	20.31
AT1G36230.1	376	19.44
AT4G26830.1	455	19.99
AT4G26830.2	459	20.05
AT1G43667.1	98	20.98
AT4G00840.1	291	22.7
AT4G00840.2	222	23.02
AT2G03000.1	535	19
AT4G33180.2	218	20.83
AT4G33180.1	307	20.89
AT2G43520.1	90	20.66
AT2G47780.1	235	20.08
AT2G16485.1	1773	17.92
AT2G16485.2	1758	17.88
AT4G23373.1	306	20.69
AT4G39640.2	572	19.55
AT4G39640.1	572	19.55
AT1G02680.1	126	18.86
AT1G11940.1	383	21.96
AT1G11940.2	272	22.44
AT1G61840.1	814	21.69
AT3G09230.1	393	18.26
AT1G15150.1	487	21.17
AT1G15150.2	371	21.44
AT5G01070.1	206	19.87
AT1G76390.2	811	18.79
AT1G76390.1	811	18.79
AT1G53750.1	426	19.68
AT1G14490.2	225	18.58
AT1G14490.1	206	18.54
AT1G03350.1	470	17.49
AT2G18830.1	65	21.58
AT5G02640.1	161	18.92
AT3G11945.1	386	21.81
AT3G11945.2	393	21.86
AT3G12020.2	1044	18.73
AT3G12020.1	965	18.25
AT3G12020.4	965	18.25
AT3G12020.3	1044	18.73
AT3G19190.2	1892	19.49
AT3G19190.1	1839	19.41
AT3G19190.3	1892	19.49
AT5G02520.3	581	18.69
AT5G02520.2	599	18.58
AT5G02520.1	598	18.6
AT3G19870.1	1090	20.29
AT3G19870.2	1117	20.29
AT5G07350.1	991	19.01
AT5G07350.2	1007	19.02
AT3G60630.1	623	19.16
ATMG01050.1	159	21.74
AT1G33820.1	182	20.36
AT2G38900.2	88	21.39
AT2G38900.1	73	20.05
AT5G38310.1	188	19.3
AT2G31250.1	524	19.43
AT5G47075.1	75	21.64
AT2G30960.1	260	19.74
AT5G59410.1	130	21.55
AT3G57790.1	490	20.38
AT3G57790.2	490	20.38
AT1G62970.2	642	18.07
AT1G62970.1	797	18.21
AT1G49960.1	526	21.82
AT2G37990.1	318	19.37
AT1G68020.3	860	20.67
AT1G68020.2	860	20.67
AT1G68020.1	700	21.18
AT1G56700.4	219	19.71
AT1G56700.2	219	19.71
AT1G56700.3	190	19.63
AT1G56700.1	219	19.71
AT1G52150.2	837	19.22
AT1G52150.3	794	19.1
AT1G52150.1	836	19.23
AT5G27740.1	354	20.82
AT3G11165.2	136	19.72
AT3G11165.1	151	19.54
AT3G56160.5	342	20.64
AT3G56160.1	436	20
AT3G56160.3	409	19.76
AT3G56160.4	315	20.35
AT3G56160.2	357	19.96
AT3G01770.2	489	19.35
AT3G01770.1	620	18.83
AT2G17570.1	295	20.61
AT3G02700.1	252	19.69
AT4G12650.1	652	22.52
AT4G14420.1	158	21.14
AT5G05760.1	336	18.64
AT3G11640.1	186	19.9
AT3G11640.2	158	19.38
AT4G05097.1	143	19.49
AT4G13180.1	263	18.56
AT3G18480.1	689	19.06
AT5G50700.1	349	20.98
AT1G78530.1	355	21.35
AT1G78530.2	288	21.86
AT4G13280.2	554	21.35
AT4G13280.1	524	21.4
AT2G37780.1	286	19.86
AT1G78740.1	287	21.57
AT3G26580.1	350	19.5
AT5G04720.1	811	20
AT5G59850.1	130	21.47
AT2G17720.1	291	20.35
AT2G40550.1	589	19.52
AT5G12340.2	223	21.02
AT5G12340.1	220	20.99
AT3G33393.1	117	21.55
AT1G61320.1	459	21.82
AT1G47780.1	129	20.71
AT5G07830.1	543	20.81
AT4G21326.1	694	19.87
AT1G29720.1	1019	19.91
AT2G35230.1	402	18.58
AT2G35230.3	402	18.58
AT2G35230.2	295	18.92
AT2G36170.1	128	20.42
AT5G52045.1	182	21.13
AT2G25540.1	1058	21.22
AT5G63800.1	718	20.93
AT3G16480.1	499	19.31
AT2G28105.2	166	19.92
AT2G28105.1	166	19.92
AT2G05710.1	990	19.8
AT1G15740.1	585	18.77
AT4G16520.3	121	22.23
AT4G16520.1	121	20.84
AT4G16520.2	121	20.84
AT4G11350.1	507	21.44
AT4G11350.2	316	21.53
AT4G02420.1	669	21.15
AT5G10520.2	374	20.43
AT5G10520.1	467	20.16
AT5G59530.1	364	20.48
AT1G75700.2	177	23.06
AT1G75700.3	206	23.42
AT1G75700.1	177	23.06
AT5G66140.1	250	18.74
AT1G77910.1	89	26.55
AT1G19160.1	350	22.45
AT1G59950.1	320	20.61
AT5G06170.1	491	20.87
AT1G48740.1	393	21.44
AT1G48740.3	296	22.43
AT1G48740.2	411	21.39
AT1G48740.4	381	21.27
AT2G23080.2	307	22.77
AT2G23080.1	333	22.07
AT2G41417.1	64	21.69
AT1G77145.1	260	20.82
AT1G77145.2	203	23.01
AT5G25490.1	170	19.52
AT5G25490.2	170	19.52
ATMG01150.1	106	21.05
AT5G41310.1	961	18.95
ATMG00040.1	315	19.04
ATMG00630.1	110	19.29
AT3G18760.1	139	20.71
AT3G18760.2	134	20.84
AT5G18937.1	167	23.31
AT3G19930.2	514	22.19
AT3G19930.1	514	22.19
AT4G23850.1	666	20.9
AT4G28880.4	415	20.74
AT4G28880.1	415	20.74
AT4G28880.2	415	20.74
AT4G28880.3	415	20.74
AT5G20320.2	1688	20.19
AT5G20320.3	1477	20.31
AT5G20320.1	1702	20.19
AT3G16140.1	145	19.26
AT4G22610.1	122	20.29
AT1G77320.1	972	19.51
AT1G77320.2	955	19.55
AT1G77320.3	1001	19.66
AT1G76930.2	256	22.14
AT1G76930.1	293	21.46
AT3G11480.1	379	20.96
AT5G63970.1	367	20.07
AT5G63970.2	367	20.07
AT4G29305.1	77	20.81
AT3G26237.1	114	20.2
AT4G35170.1	299	20.02
AT5G34830.1	155	19.83
AT4G00955.1	252	19.6
AT4G00955.2	278	19.97
AT2G01505.1	103	20.87
AT4G22830.2	201	20.32
AT4G22830.1	193	20.1
AT1G04050.1	734	19.68
AT1G04050.3	630	19.71
AT1G04050.2	734	19.68
AT1G80750.1	247	20.6
AT2G30260.1	232	19.93
AT2G30260.2	162	20.65
AT1G70390.1	332	21.69
AT4G15470.1	256	21.73
AT3G49110.1	354	19.48
AT4G30940.1	441	20.55
AT4G31380.1	124	20.75
AT5G40440.2	502	20.37
AT5G40440.5	438	20.45
AT5G40440.3	502	20.37
AT5G40440.1	520	20.09
AT5G40440.4	520	20.09
AT5G40440.6	502	20.37
AT1G72300.1	1095	19.89
AT2G25690.1	324	19.52
AT2G25690.3	303	19.8
AT2G25690.2	324	19.52
AT1G50670.1	208	20.16
AT1G50670.3	208	20.16
AT1G50670.2	208	20.16
AT3G23050.3	167	18.43
AT3G23050.1	243	19.14
AT3G23050.2	210	18.88
AT1G08140.1	818	22.01
AT5G10900.2	627	19.72
AT5G10900.1	600	19.77
AT5G10900.3	612	19.81
AT1G51030.1	80	19.1
AT1G06930.1	169	18.37
AT1G73885.1	192	19.06
AT1G49730.4	623	19.63
AT1G49730.2	450	19.72
AT1G49730.5	485	19.95
AT1G49730.3	394	19.78
AT1G49730.1	693	19.77
AT3G22650.1	372	21.65
AT3G22650.2	383	21.64
AT5G43090.1	527	20.44
AT5G17230.3	437	20.21
AT5G17230.4	422	20.1
AT5G17230.1	422	20.1
AT5G17230.2	422	20.1
AT4G14305.1	185	23.25
AT4G14305.2	173	22.88
AT1G44941.1	60	20.22
AT5G46560.1	387	20.15
AT3G54180.1	309	21.19
AT1G55775.1	143	19.54
AT4G18090.1	278	19.31
AT1G08790.1	190	18.09
AT5G14040.1	375	20.54
AT5G63100.1	329	20.38
AT5G05280.1	176	19.19
AT1G64625.4	424	19.67
AT1G64625.2	517	19.75
AT1G64625.3	503	19.55
AT1G64625.1	527	19.85
AT4G26415.1	287	18.97
AT5G19340.1	263	18.55
AT1G44446.2	511	20.9
AT1G44446.4	434	20.57
AT1G44446.1	536	20.64
AT1G44446.3	433	20.62
AT3G28890.2	711	20.84
AT3G28890.1	711	20.84
AT1G10500.1	180	18.99
AT4G12390.1	206	19.7
AT3G47920.1	300	20.69
AT1G30450.3	975	20.7
AT1G30450.4	844	21.24
AT1G30450.2	975	20.7
AT1G30450.1	975	20.7
AT5G24510.1	111	18.8
AT1G31860.1	281	19.36
AT1G31860.2	201	19.4
AT1G31860.3	224	19.99
AT4G31073.1	72	21.68
AT2G10625.1	145	22.76
AT4G38180.1	788	20.81
AT4G17360.2	254	21.56
AT4G17360.1	328	21.21
AT4G17360.3	233	21.36
AT1G79390.1	126	20.61
AT5G20890.1	527	19.11
AT2G19780.1	402	19.05
AT3G02493.1	45	22.29
AT2G33120.1	221	20.78
AT2G33120.3	139	21.01
AT2G33120.2	229	20.74
AT5G43190.1	403	21.85
AT1G43620.4	615	20.26
AT1G43620.6	615	20.26
AT1G43620.8	443	21.1
AT1G43620.2	615	20.26
