Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT1G32850.1	2364.55	0	0.224	0.239	0.0426	0.1783	H
AT1G32870.2	672.32	490.1026667	0.3009	0.3109	0.0685	0.2202	both
AT1G32900.1	0	2644.766306	0.1167	0.129	0.0142	0.1099	D
AT1G32930.1	0	632.7055	0.1281	0.0792	0.0112	0.141	D
AT1G32940.1	0	293.112	0.1461	0.1885	0.0225	0.1196	D
AT1G32990.1	515.51	3180.67	0.1183	0.0523	0.0064	0.1216	both
AT1G33030.1	0	383.8173333	0.301	0.1393	0.0392	0.2812	D
AT1G33040.1	1558.15	1324.753333	0.2114	0.2455	0.0376	0.153	both
AT1G33060.2	0	811.613	0.2145	0.3134	0.0472	0.1506	D
AT1G33080.2	0	294.0016667	0.1949	0.2312	0.0323	0.1399	D
AT1G33170.1	2155.39	365.5844545	0.1374	0.0783	0.0123	0.1574	both
AT1G33230.1	704.14	1108.51	0.1364	0.0671	0.0094	0.1396	both
AT1G33240.1	0	695.7326667	0.1364	0.0946	0.014	0.1482	D
AT1G33260.2	0	680.9146667	0.2155	0.1269	0.0285	0.2247	D
AT1G33270.2	1655.95	478.0061111	0.1205	0.0763	0.0099	0.1295	both
AT1G33290.2	1602.92	683.08	0.1648	0.0429	0.0083	0.1926	both
AT1G33330.1	2011.61	738.276	0.2366	0.2552	0.0447	0.1752	both
AT1G33340.1	327.23	236.0223333	0.1927	0.2212	0.0331	0.1495	both
AT1G33360.1	992.61	309.8563333	0.1323	0.0999	0.0139	0.1392	both
AT1G33390.1	0	643.0383333	0.1409	0.2761	0.028	0.1016	D
AT1G33410.2	703.7	618.297	0.1415	0.1509	0.02	0.1327	both
AT1G33560.1	0	683.5433333	0.1807	0.3062	0.0382	0.1246	D
AT1G33700.2	0	2095.393333	0.1842	0.0963	0.0176	0.1831	D
AT1G33780.1	687.66	1444.616667	0.2166	0.0759	0.0182	0.2402	both
AT1G33811.1	0	1423.983333	0.1274	0.1072	0.0139	0.1298	D
AT1G33870.1	0	79.20723333	0.2283	0.3269	0.0513	0.1568	D
AT1G33890.1	0	186.8443333	0.2616	0.2672	0.0526	0.1967	D
AT1G33970.5	552.71	1388.256667	0.2387	0.0719	0.0218	0.303	both
AT1G33980.2	1715.22	1228.503333	0.1745	0.3047	0.0383	0.1257	both
AT1G34010.1	467.22	344.4066667	0.2012	0.097	0.0236	0.2434	both
AT1G34020.1	1099.26	536.962	0.1276	0.0089	0.0014	0.1544	both
AT1G34065.1	687.08	351.7865	0.1943	0.0655	0.0142	0.2166	both
AT1G34110.1	0	319.264	0.1602	0.0937	0.0157	0.1674	D
AT1G34120.3	0	240.1083333	0.1465	0.2247	0.0264	0.1174	D
AT1G34150.1	2638.29	556.268	0.1208	0.0926	0.0114	0.1228	both
AT1G34160.1	814.2	115.4136667	0.3602	0.209	0.0632	0.3023	both
AT1G34180.2	1628.71	302.128	0.2194	0.2068	0.0405	0.196	both
AT1G34190.1	1668.9	1253.236667	0.2347	0.2172	0.0426	0.1961	both
AT1G34200.1	0	561.0603333	0.2359	0.2843	0.0486	0.1711	D
AT1G34220.2	907.48	1060.48	0.1444	0.2921	0.0293	0.1003	both
AT1G34260.1	5458.37	512.0965	0.1684	0.1834	0.0272	0.1483	both
AT1G34270.1	454.47	372.0596667	0.1867	0.1741	0.0282	0.1621	both
AT1G34300.1	0	1116.593333	0.2205	0.2032	0.0361	0.1775	D
AT1G34320.1	0	888.8443333	0.1766	0.1098	0.0205	0.1865	D
AT1G34340.1	2141.67	378.5946667	0.1562	0.2303	0.0291	0.1265	both
AT1G34350.2	1310.66	540.9924545	0.121	0.2347	0.0205	0.0873	both
AT1G34355.1	1353.01	0	0.2628	0.5515	0.0731	0.1326	H
AT1G34370.3	1230.37	3100.606667	0.2434	0.0867	0.0233	0.2692	both
AT1G34380.2	0	174.3156667	0.1433	0.1977	0.0248	0.1253	D
AT1G34420.1	0	417.3735	0.2512	0.3896	0.0595	0.1526	D
AT1G34430.1	1562.77	1764.54	0.1329	0.0969	0.0129	0.1335	both
AT1G34470.1	0	594.0883333	0.1132	0.1624	0.0154	0.0948	D
AT1G34540.1	0	329.131	0.1645	0.1708	0.0251	0.1471	D
AT1G34670.1	0	406.5620909	0.1045	0.3205	0.0237	0.0739	D
AT1G34750.1	388.21	779.4573333	0.0996	0.0978	0.0097	0.0994	both
AT1G34760.2	0	906.0433333	0.1647	0.1079	0.0193	0.1787	D
AT1G34770.1	893.43	230.6721818	0.1648	0.1529	0.0245	0.1602	both
AT1G34780.2	1972.37	394.4633333	0.231	0.1503	0.0304	0.2021	both
AT1G35140.1	0	882.63	0.2537	0.1615	0.0352	0.2177	D
AT1G35190.2	2123.86	1867.716667	0.1732	0.1298	0.022	0.1691	both
AT1G35220.1	513.34	295.5596667	0.1146	0.1389	0.0146	0.1052	both
AT1G35260.1	0	496.1679091	0.175	0.2285	0.0324	0.1419	D
AT1G35420.2	0	1097.012667	0.2431	0.1326	0.0282	0.2129	D
AT1G35490.1	7907.41	0	0.1443	0.1229	0.0192	0.1561	H
AT1G35510.1	540.14	450.097	0.1533	0.0791	0.0127	0.1608	both
AT1G35530.2	2431.73	0	0.2142	0.2794	0.0442	0.1583	H
AT1G35560.1	0	835.289	0.1612	0.1713	0.0221	0.129	D
AT1G35620.1	1939.49	1209	0.2394	0.1254	0.0304	0.2425	both
AT1G35680.1	1123.53	4763.3	0.1928	0.0643	0.013	0.2029	both
AT1G35710.1	0	2031	0.3102	0.4124	0.0755	0.1832	D
AT1G35720.1	2434.13	8141.02	0.1079	0.001	2e-04	0.1621	both
AT1G35730.1	259.26	236.1256667	0.3131	0.2941	0.0686	0.2332	both
AT1G35780.1	1701.1	1007.985375	0.2046	0.0893	0.019	0.213	both
AT1G36070.2	0	1007.624	0.1853	0.1431	0.0248	0.1731	D
AT1G36180.2	930.3	0	0.1929	0.2348	0.0351	0.1496	H
AT1G36310.2	783.04	696.6821667	0.3357	0.0744	0.0306	0.4118	both
AT1G36320.1	0	1331.525306	0.199	0.067	0.016	0.2384	D
AT1G36390.2	345.93	677.3774444	0.2315	0.2855	0.049	0.1717	both
AT1G37150.4	0	263.7223333	0.168	0.21	0.0304	0.1448	D
AT1G41830.1	0	3054.726667	0.0999	0.0579	0.0066	0.1146	D
AT1G42440.1	997.26	982.5116667	0.1822	0.1557	0.0266	0.1707	both
AT1G42480.3	1211.99	427.37	0.1634	0.0477	0.0113	0.2376	both
AT1G42560.1	1958.27	0	0.1228	0.0893	0.0116	0.1302	H
AT1G42960.1	2501.51	3038.9175	0.1812	0.1297	0.0219	0.1691	both
AT1G42970.1	0	8666.736944	0.1354	0.0296	0.0043	0.1441	D
AT1G42990.1	1955.25	2617.316667	0.1982	0.1961	0.0352	0.1797	both
AT1G43020.4	0	532.082	0.3855	0.421	0.096	0.2281	D
AT1G43130.1	1093.06	1186.496667	0.0861	0.0588	0.0054	0.0919	both
AT1G43170.9	5113.67	9398.24	0.1342	0.1034	0.0164	0.159	both
AT1G43580.1	0	988.65875	0.147	0.0859	0.0123	0.1428	D
AT1G43620.3	554.66	379.9493333	0.1203	0.1461	0.0157	0.1072	both
AT1G43630.1	3550.44	0	0.2788	0.1032	0.0293	0.2842	H
AT1G43640.1	329.63	222.1373333	0.3237	0.3813	0.0758	0.1989	both
AT1G43690.1	1151.52	665.865	0.1632	0.1639	0.0235	0.1437	both
AT1G43700.1	0	1844.513333	0.132	0.1304	0.0169	0.1299	D
AT1G43860.1	1133.32	560.616	0.1827	0.0974	0.0199	0.2042	both
AT1G43890.3	1346.72	1458.566667	0.1674	0.0198	0.0042	0.2144	both
AT1G44100.1	2314.25	1168.85	0.1968	0.2154	0.0332	0.154	both
AT1G44110.1	2052.61	385.2813636	0.2537	0.0624	0.0206	0.3294	both
AT1G44120.1	4235.15	0	0.2259	0.1884	0.035	0.1859	H
AT1G44160.1	5131.39	462.9849091	0.2093	0.1587	0.0334	0.2103	both
AT1G44170.3	1092.69	2887.763333	0.212	0.0954	0.0209	0.2195	both
AT1G44446.3	0	1755.963333	0.1749	0.0427	0.0091	0.2127	D
AT1G44750.3	1556.6	1168.523333	0.1734	0.0538	0.0106	0.1966	both
AT1G44760.1	547.44	994.155	0.1222	0.1051	0.0129	0.1228	both
AT1G44770.2	1107.68	2551.403333	0.1499	0.1041	0.0164	0.1572	both
AT1G44800.1	0	7558.37	0.1747	0.0461	0.0085	0.1837	D
AT1G44830.1	0	257.4896667	0.1914	0.0758	0.0138	0.1815	D
AT1G44960.1	631.63	542.5803333	0.136	0.1435	0.0166	0.1154	both
AT1G45100.1	286.28	0	0.4071	0.6275	0.1188	0.1893	H
AT1G45130.1	0	1547.436667	0.1069	0.0655	0.0075	0.115	D
AT1G45150.1	0	452.0903333	0.1341	0.1488	0.0189	0.1266	D
AT1G45180.1	1230	186.007	0.2623	0.3919	0.0644	0.1645	both
AT1G45230.2	0	743.4586389	0.2469	0.1085	0.0255	0.2349	D
AT1G45474.2	226.97	2348.136944	0.1588	0.143	0.02	0.1396	both
AT1G45545.1	1195.6	223.1113333	0.2039	0.1312	0.0274	0.2092	both
AT1G45688.2	0	1988.836667	0.1193	0.1146	0.0133	0.1157	D
AT1G45976.1	1699.87	2241.513333	0.1863	0.156	0.029	0.1857	both
AT1G46264.1	0	817.897375	0.1114	0.1377	0.0144	0.1044	D
AT1G47128.1	0	6417.31	0.1314	0.1007	0.0132	0.1306	D
AT1G47200.1	2036.29	1274.72	0.2342	0.2798	0.0454	0.1623	both
AT1G47210.2	0	332.46	0.2197	0.0981	0.0233	0.2373	D
AT1G47230.2	925.64	365.0496667	0.1581	0.1132	0.019	0.168	both
AT1G47250.1	0	942.6786667	0.1546	0.0395	0.0078	0.1982	D
AT1G47270.2	10823.93	481.747	0.1396	0.114	0.0162	0.1424	both
AT1G47290.2	601.83	746.306	0.1576	0.1783	0.0245	0.1377	both
AT1G47310.1	1087.53	1124.2	0.2693	0.2285	0.048	0.2101	both
AT1G47330.1	383.35	1136.726667	0.1313	0.0629	0.0088	0.1392	both
AT1G47340.1	492.73	280.1703333	0.2767	0.469	0.0723	0.1542	both
AT1G47380.1	3438.56	637.232	0.1175	0.0193	0.0031	0.1595	both
AT1G47420.1	7878.91	3802.833333	0.3167	0.3458	0.0738	0.2135	both
AT1G47480.1	0	1278.626667	0.2116	0.2992	0.0426	0.1424	D
AT1G47530.1	0	1547.5	0.1777	0.0335	0.006	0.1794	D
AT1G47570.2	4510.91	508.748	0.1693	0.168	0.0253	0.1506	both
AT1G47655.1	297.64	0	0.1961	0.1997	0.0321	0.1605	H
AT1G47670.1	0	2139.655	0.1214	0.0071	9e-04	0.1304	D
AT1G47740.2	0	1564.44	0.1237	0.0095	0.0016	0.1649	D
AT1G47750.1	1508.86	610.361	0.2003	0.0679	0.0171	0.2511	both
AT1G47870.2	1018.17	320.5933333	0.1283	0.2121	0.0227	0.1071	both
AT1G47900.2	0	557.9143333	0.1879	0.1517	0.0278	0.1829	D
AT1G47920.1	199.89	0	0.9077	0.7049	0.2754	0.3906	H
AT1G47970.1	0	1124.296667	0.0906	0.0659	0.0085	0.1292	D
AT1G48000.1	0	446.1883333	0.1605	0.3565	0.0366	0.1026	D
AT1G48030.2	2248.21	4505.372222	0.1603	0.0267	0.0053	0.1987	both
AT1G48040.1	698.8	169.4516667	0.1626	0.0675	0.0118	0.174	both
AT1G48090.1	1844.56	1228.725	0.1061	0.261	0.0214	0.0819	both
AT1G48110.2	1683.8	758.3186667	0.1723	0.2617	0.0346	0.1322	both
AT1G48180.1	1450.05	0	0.2276	0.4712	0.0589	0.1249	H
AT1G48230.1	862.3	768.9756667	0.1049	0.0208	0.0025	0.1209	both
AT1G48240.1	999.69	483.5266667	0.1337	0.1278	0.0168	0.1311	both
AT1G48280.1	231.11	223.9532727	0.166	0.217	0.0282	0.13	both
AT1G48320.1	550.58	2023.455	0.1674	0.1831	0.0244	0.133	both
AT1G48350.1	671.28	3738.32	0.1308	0.0601	0.0082	0.1369	both
AT1G48360.3	3053.14	239.3879444	0.173	0.3292	0.0378	0.1148	both
AT1G48370.1	0	537.477	0.1245	0.2415	0.0221	0.0916	D
AT1G48380.2	0	266.293	0.1897	0.2679	0.0385	0.1438	D
AT1G48410.3	2135.44	4295.506667	0.1406	0.101	0.015	0.1482	both
AT1G48420.1	818.23	1797.286667	0.1679	0.1483	0.0242	0.1631	both
AT1G48430.1	0	671.161	0.153	0.2235	0.0258	0.1155	D
AT1G48450.3	1443.76	1765.840556	0.2378	0.1736	0.0346	0.1993	both
AT1G48460.1	651.66	705.8281389	0.1578	0.1626	0.0224	0.1378	both
AT1G48550.2	309.88	322.142	0.1412	0.0739	0.0102	0.1385	both
AT1G48560.2	0	364.6723333	0.2397	0.4379	0.0619	0.1414	D
AT1G48570.1	811.73	533.8108611	0.137	0.2169	0.0244	0.1126	both
AT1G48620.1	0	1178.113333	0.1732	0.4601	0.0435	0.0945	D
AT1G48630.1	4336.26	2949.735455	0.1144	0.0469	0.0068	0.1439	both
AT1G48760.3	351.11	286.045875	0.2554	0.2085	0.0442	0.2119	both
AT1G48780.1	0	190.1406667	0.1175	0.0438	0.0055	0.1265	D
AT1G48790.1	2993.84	1343.95	0.121	0.1458	0.016	0.11	both
AT1G48830.2	3965.15	2972.79	0.11	0.053	0.007	0.1316	both
AT1G48840.1	0	234.313	0.1771	0.0947	0.0167	0.1765	D
AT1G48870.1	902.32	0	0.2946	0.3464	0.0681	0.1967	H
AT1G48880.1	978.32	511.942	0.1611	0.107	0.0177	0.165	both
AT1G48910.1	445.98	0	0.1762	0.2103	0.03	0.1426	H
AT1G48920.1	2797.19	4431.003333	0.3307	0.19	0.0558	0.2937	both
AT1G48930.1	0	4037.183333	0.1683	0.124	0.02	0.1609	D
AT1G48940.1	5819.38	0	0.2102	0.2626	0.0431	0.1641	H
AT1G48950.1	428.41	355.51025	0.1612	0.1731	0.0244	0.141	both
AT1G48960.1	0	493.0463333	0.1383	0.2086	0.0235	0.1126	D
AT1G48980.4	91.23	261.8898182	0.1987	0.3548	0.0471	0.1328	both
AT1G49030.1	0	223.81	0.5762	0.263	0.1106	0.4206	D
AT1G49040.3	3124.44	666.4823333	0.0824	0.1115	0.0089	0.0794	both
AT1G49050.2	980.64	1116.58	0.1452	0.2992	0.0302	0.101	both
AT1G49160.2	1004.88	254.4215	0.0952	0.0527	0.0067	0.128	both
AT1G49200.1	0	1464.655	0.1474	0.1642	0.0205	0.1248	D
AT1G49210.1	0	698.07	0.1725	0.3833	0.0397	0.1036	D
AT1G49230.1	0	1249.911	0.775	0.3075	0.1603	0.5212	D
AT1G49270.1	5432.67	0	0.1692	0.1805	0.0257	0.1422	H
AT1G49320.1	0	7744.03	0.1143	0.1089	0.0116	0.1068	D
AT1G49350.1	310.23	386.1423333	0.2137	0.2555	0.0391	0.1531	both
AT1G49380.1	165.43	626.9038611	0.1443	0.1192	0.0169	0.142	both
AT1G49390.1	0	385.423	0.2037	0.1263	0.0258	0.2044	D
AT1G49430.1	0	616.8958182	0.1111	0.0893	0.0102	0.1143	D
AT1G49470.1	0	2995.686667	0.1295	0.189	0.0208	0.1101	D
AT1G49490.1	11493.23	0	0.3616	0.2169	0.066	0.3043	H
AT1G49510.1	0	887.93	0.1864	0.1637	0.0259	0.1585	D
AT1G49520.1	0	143.4643333	0.1372	0.3059	0.0307	0.1004	D
AT1G49560.1	0	309.9163333	0.172	0.2036	0.0327	0.1606	D
AT1G49580.1	0	677.7236667	0.1196	0.1126	0.0133	0.1183	D
AT1G49590.3	201.53	286.101	0.169	0.0874	0.0166	0.1896	both
AT1G49600.1	971.82	1309.243333	0.1168	0.0772	0.01	0.1296	both
AT1G49620.1	1272.98	0	0.1259	0.3965	0.0304	0.0766	H
AT1G49660.1	0	2309.346667	0.266	0.2092	0.0452	0.2158	D
AT1G49670.2	1624.17	1152.283333	0.1468	0.1206	0.0168	0.1397	both
AT1G49700.2	1279.64	1530.138125	0.9626	0.412	0.2501	0.6071	both
AT1G49720.2	0	658.983	0.278	0.4414	0.0713	0.1615	D
AT1G49730.4	0	267.365	0.1718	0.1992	0.028	0.1404	D
AT1G49740.1	541.73	445.9106667	0.1739	0.0754	0.0147	0.1944	both
AT1G49750.1	0	6435.53	0.2408	0.4547	0.0616	0.1355	D
AT1G49820.1	427.23	1607.726667	0.1206	0.2023	0.0205	0.1013	both
AT1G49860.1	0	3630.407818	0.3178	0.2318	0.0599	0.2585	D
AT1G49870.2	881.8	0	0.1981	0.1965	0.0347	0.1764	H
AT1G49910.1	1795.88	0	0.174	0.0685	0.0142	0.208	H
AT1G49950.3	1017.11	600.0406667	0.1366	0.2479	0.0259	0.1044	both
AT1G49960.1	264.06	572.9179091	0.1445	0.1001	0.0134	0.1343	both
AT1G50010.1	6915.34	2165.44	0.1504	0.001	2e-04	0.2199	both
AT1G50020.1	1002.4	2003.455	0.1404	0.1273	0.0186	0.1464	both
AT1G50030.2	1005.15	1016.646	0.0739	0.0442	0.0038	0.0859	both
AT1G50060.1	0	284.3424636	0.1739	0.2695	0.0349	0.1295	D
AT1G50090.1	0	141.7196333	0.144	0.2667	0.028	0.1049	D
AT1G50110.1	776.51	317.8129091	0.1569	0.1261	0.0182	0.1447	both
AT1G50170.1	2278.06	1051.8365	0.1983	0.2281	0.0355	0.1557	both
AT1G50200.2	1663.88	2740.32	0.1297	0.1045	0.0137	0.1311	both
AT1G50240.2	1123.02	419.3443333	0.1398	0.2649	0.0271	0.1022	both
AT1G50310.1	4188.18	0	0.12	0.1005	0.011	0.1091	H
AT1G50360.1	1191.35	461.644	0.1086	0.2087	0.0193	0.0924	both
AT1G50370.1	2689.2	1849.473333	0.0927	0.001	1e-04	0.1433	both
AT1G50400.1	843.27	291.7866667	0.2574	0.787	0.0804	0.1021	both
AT1G50410.1	1529.45	939.104	0.1584	0.2436	0.0312	0.128	both
AT1G50420.1	83.12	668.82975	0.1032	0.065	0.0074	0.1139	both
AT1G50430.2	2013.9	1532.533333	0.0861	0.1018	0.0085	0.0838	both
AT1G50440.3	673.87	664.6246667	0.1042	0.0667	0.0075	0.1126	both
AT1G50450.1	0	659.2531389	0.1426	0.0949	0.0124	0.1308	D
AT1G50460.1	1065.88	518.3576667	0.1375	0.0736	0.0109	0.1482	both
AT1G50500.2	828.53	560.2766667	0.0869	0.0598	0.0056	0.0929	both
AT1G50560.1	0	512.4856667	0.2918	0.462	0.0728	0.1577	D
AT1G50570.2	0	941.383	0.1806	0.2088	0.0312	0.1493	D
AT1G50580.1	0	174.1013333	0.1748	0.2574	0.0326	0.1266	D
AT1G50590.1	0	340.1995	0.1402	0.1425	0.0179	0.1259	D
AT1G50600.1	0	1337.763333	0.1556	0.0465	0.0094	0.2025	D
AT1G50610.1	3464.47	0	0.167	0.14	0.0223	0.1591	H
AT1G50620.1	228.25	227.1543333	0.251	0.5068	0.0685	0.1352	both
AT1G50640.1	1854.9	1098.362	0.1964	0.1772	0.0312	0.1758	both
AT1G50670.1	1124.75	1327.546667	0.0985	0.1696	0.0151	0.0888	both
AT1G50700.1	0	164.5903333	0.1232	0.1215	0.0152	0.1255	D
AT1G50840.1	253.09	634.88	0.1349	0.2821	0.0281	0.0995	both
AT1G50910.1	258.84	122.1034667	0.1705	0.4481	0.0425	0.0949	both
AT1G50920.1	2246.36	1277.983333	0.1626	0.1276	0.022	0.1724	both
AT1G50930.1	0	410.369	0.1294	0.2298	0.0245	0.1065	D
AT1G50940.1	756.23	546.728	0.1457	0.095	0.0148	0.1561	both
AT1G50950.1	624.96	207.743	0.1221	0.166	0.0191	0.1148	both
AT1G51100.1	0	363.5244306	0.1496	0.1402	0.021	0.1497	D
AT1G51110.1	0	813.9843333	0.1929	0.1372	0.0248	0.1805	D
AT1G51140.1	529.83	1125.736667	0.1811	0.0974	0.0189	0.1942	both
AT1G51170.1	1925.11	439.968	0.161	0.1733	0.0232	0.1341	both
AT1G51200.4	5433.69	9823.95	0.154	0.1518	0.0193	0.1273	both
AT1G51260.1	3427.53	203.1183333	0.1415	0.11	0.0149	0.1352	both
AT1G51310.1	1468.71	256.251	0.1398	0.238	0.0254	0.1065	both
AT1G51340.2	407.36	208.246	0.1572	0.1028	0.0153	0.1488	both
AT1G51380.1	1015.61	401.825	0.1415	0.0566	0.0092	0.1619	both
AT1G51440.1	0	582.3963333	0.1449	0.2466	0.027	0.1093	D
AT1G51540.1	1069.56	1190.246667	0.5694	0.0833	0.0512	0.6144	both
AT1G51550.1	0	746.9423333	0.1284	0.0967	0.0125	0.1292	D
AT1G51570.1	0	988.6725	0.1067	0.0306	0.004	0.1314	D
AT1G51580.1	588.41	359.178	0.1346	0.0996	0.0142	0.1429	both
AT1G51590.2	719.99	388.7625	0.0975	0.122	0.012	0.0982	both
AT1G51620.2	0	102.8002333	0.1676	0.2959	0.0346	0.117	D
AT1G51640.1	448.25	0	0.1981	0.2438	0.0374	0.1534	H
AT1G51660.1	0	501.01575	0.1057	0.0609	0.0083	0.1358	D
AT1G51690.3	729.2	1359.31	0.0778	0.0943	0.0078	0.0827	both
AT1G51700.1	0	1651.24	0.1819	0.1875	0.0275	0.1466	D
AT1G51720.1	0	1123.106667	0.0883	0.0354	0.0041	0.1172	D
AT1G51940.1	0	1014.402333	0.1429	0.1033	0.016	0.1553	D
AT1G51960.1	1626.49	0	0.315	0.2777	0.0636	0.2289	H
AT1G51980.2	3052.15	4696.296667	0.1199	0.1617	0.0173	0.1068	both
AT1G52050.1	0	869.9527273	0.1787	0.2401	0.0343	0.1427	D
AT1G52060.1	0	1369.087636	0.1764	0.281	0.0357	0.1269	D
AT1G52070.1	0	1053.423155	0.2065	0.2267	0.0371	0.1637	D
AT1G52080.1	368.91	668.388	0.2202	0.1466	0.0345	0.2353	both
AT1G52150.3	0	8393.016667	0.0852	0.0475	0.0044	0.0927	D
AT1G52160.1	695.53	500.7716667	0.2079	0.1629	0.0321	0.1974	both
AT1G52190.1	0	5667.393333	0.1381	0.0813	0.0109	0.1342	D
AT1G52240.2	818.98	344.2106667	0.1566	0.1971	0.0274	0.1389	both
AT1G52280.1	2793.64	641.851	0.1197	0.001	2e-04	0.2091	both
AT1G52290.1	270.72	828.4913333	0.2047	0.2122	0.0359	0.1694	both
AT1G52310.1	0	602.9826667	0.2069	0.1034	0.0222	0.2145	D
AT1G52320.4	120.49	983.34025	0.1782	0.1882	0.0282	0.1497	both
AT1G52340.1	0	534.7024545	0.211	0.2317	0.0386	0.1665	D
AT1G52360.2	552.37	789.537	0.0776	0.0608	0.0053	0.0879	both
AT1G52400.3	114.14	3679.646667	0.1719	0.1388	0.0229	0.1649	both
AT1G52410.2	0	1279.231375	0.1882	0.325	0.0432	0.1329	D
AT1G52420.1	213.94	2354.703333	0.1269	0.209	0.0225	0.1075	both
AT1G52510.2	0	799.3826944	0.1429	0.1031	0.0145	0.1404	D
AT1G52530.1	0	362.2236667	0.18	0.0371	0.0083	0.2248	D
AT1G52540.1	140.98	475.4425455	0.1538	0.1109	0.0185	0.1672	both
AT1G52580.1	6562.37	0	0.1248	0.2184	0.0195	0.0893	H
AT1G52590.1	0	1793.725	0.1875	0.1371	0.0252	0.1837	D
AT1G52600.1	2234.08	2465.51	0.109	0.001	1e-04	0.1405	both
AT1G52630.2	707.64	0	0.0773	0.0989	0.0074	0.0749	H
AT1G52660.1	0	515.4633333	0.1634	0.054	0.0108	0.1992	D
AT1G52690.2	0	303.03	0.1005	0.3919	0.0232	0.0593	D
AT1G52700.1	0	247.464	0.2135	0.2743	0.0434	0.1582	D
AT1G52730.2	1563.02	591.4473333	0.1043	0.0092	0.0013	0.1389	both
AT1G52760.1	0	5836.255	0.1753	0.0698	0.0135	0.1939	D
AT1G52770.1	0	276.8396667	0.2837	0.2504	0.0524	0.2094	D
AT1G52870.2	341.97	3294.15575	0.2271	0.0757	0.0188	0.2485	both
AT1G52880.1	0	1605.44	0.1682	0.1129	0.0214	0.1894	D
AT1G52890.1	0	2763.22	0.1818	0.0866	0.0179	0.2072	D
AT1G52910.1	352.42	1311.116667	0.1655	0.5756	0.0458	0.0795	both
AT1G52930.1	1930.36	791.0372727	0.1323	0.1181	0.0166	0.1402	both
AT1G52980.1	1472.74	1410.73375	0.2138	0.1179	0.0267	0.2269	both
AT1G53000.1	677.64	1351.823333	0.1529	0.0552	0.0095	0.172	both
AT1G53010.1	1136.57	99.99533333	0.2439	0.3745	0.0556	0.1484	both
AT1G53110.1	0	206.5576667	0.2646	0.4446	0.069	0.1552	D
AT1G53140.1	1447.53	0	0.1488	0.0532	0.0089	0.1671	H
AT1G53160.2	145.79	493.1693333	0.1967	0.2678	0.0417	0.1557	both
AT1G53165.3	999.84	431.623	0.0852	0.1713	0.0135	0.0788	both
AT1G53170.1	833	1181.301	0.1612	0.6283	0.0461	0.0734	both
AT1G53180.1	0	525.6879091	0.194	0.322	0.0431	0.134	D
AT1G53200.2	233.42	236.778125	0.2384	0.3311	0.0549	0.1659	both
AT1G53210.1	1963.86	6262.25	0.1264	0.1147	0.0135	0.1174	both
AT1G53230.1	426.35	415.8606944	0.1165	0.2345	0.0217	0.0927	both
AT1G53240.1	2067	4476.32	0.1144	0.0371	0.0043	0.1147	both
AT1G53290.1	1428.87	1981.855	0.1381	0.0835	0.011	0.132	both
AT1G53310.3	238.22	2794.176667	0.1078	0.0203	0.0028	0.1358	both
AT1G53380.3	0	677.078	0.1384	0.0666	0.0113	0.17	D
AT1G53440.1	0	688.4436667	0.1974	0.1725	0.0298	0.1728	D
AT1G53460.1	2523.43	685.426	0.1158	0.2317	0.021	0.0907	both
AT1G53500.1	3945.16	1322.016667	0.0913	0.0959	0.0094	0.0977	both
AT1G53510.1	1016.54	489.6813333	0.1383	0.1362	0.0174	0.1279	both
AT1G53520.1	490.4	560.35	0.1847	0.3356	0.0404	0.1204	both
AT1G53540.1	9862.85	0	0.3158	0.051	0.0196	0.3836	H
AT1G53560.1	403.42	1404.74	0.1632	0.4321	0.0401	0.0928	both
AT1G53570.5	156.86	628.3016667	0.1402	0.2268	0.0247	0.1088	both
AT1G53590.1	204.83	740.191	0.1467	0.2194	0.0277	0.1263	both
AT1G53600.1	195.46	0	0.1914	0.155	0.0292	0.1887	H
AT1G53710.2	0	444.686	0.1588	0.3259	0.0336	0.103	D
AT1G53720.1	0	308.8736667	0.1796	0.1558	0.0277	0.1775	D
AT1G53730.2	0	1534.743333	0.1302	0.1094	0.014	0.1279	D
AT1G53760.2	1195.93	439.2453333	0.0989	0.1467	0.0135	0.0924	both
AT1G53770.2	528.29	439.4346667	0.1532	0.2253	0.0276	0.1224	both
AT1G53790.2	388.63	355.797	0.5034	0.5149	0.1379	0.2679	both
AT1G53800.2	0	332.4266667	0.1545	0.2815	0.0322	0.1143	D
AT1G53840.1	0	1360.876667	0.225	0.1285	0.0262	0.2035	D
AT1G53850.2	2366.91	1480.656364	0.114	0.001	2e-04	0.1558	both
AT1G53910.3	543.25	3804.756667	13.8928	0.3819	3.6212	9.482	both
AT1G53920.1	0	734.829	0.1433	0.1461	0.0199	0.1362	D
AT1G54030.1	0	1531.84	0.1769	0.1873	0.0275	0.1468	D
AT1G54040.2	342.81	12095.2	0.5694	0.2535	0.1053	0.4155	both
AT1G54050.1	3893.98	205.5296667	0.2478	0.1164	0.0292	0.2507	both
AT1G54080.2	1133.26	2599.68875	0.1215	0.1212	0.0155	0.128	both
AT1G54090.1	0	482.2513333	0.1776	0.1276	0.0219	0.1716	D
AT1G54100.2	1774.92	2902.806667	0.1437	0.0272	0.0045	0.1666	both
AT1G54115.1	781.78	1273.29	0.1613	0.1443	0.0217	0.1501	both
AT1G54140.1	396.05	639.9713333	0.1375	0.0515	0.0076	0.1478	both
