Gene.ID	AFFY.ATH1	Protein.ID	Transcript.ID
AT5G64360	247274_at	AT5G64360.2	AT5G64360.2
AT5G64360	247274_at	AT5G64360.3	AT5G64360.3
AT5G64360	247274_at	AT5G64360.6	AT5G64360.6
AT5G64360	247274_at	AT5G64360.7	AT5G64360.7
AT5G64360	247274_at	AT5G64360.5	AT5G64360.5
AT5G64360	247274_at	AT5G64360.1	AT5G64360.1
AT3G25590		AT3G25590.1	AT3G25590.1
AT5G23710	249822_at	AT5G23710.1	AT5G23710.1
AT5G60300	247626_at	AT5G60300.3	AT5G60300.3
AT5G60300	247626_at	AT5G60300.2	AT5G60300.2
AT5G60300	247626_at	AT5G60300.1	AT5G60300.1
AT2G37910	266107_at	AT2G37910.1	AT2G37910.1
AT1G09920	264671_at	AT1G09920.1	AT1G09920.1
AT5G54200	248198_at	AT5G54200.1	AT5G54200.1
AT3G13740	256786_at	AT3G13740.2	AT3G13740.2
AT3G13740	256786_at	AT3G13740.4	AT3G13740.4
AT3G13740	256786_at	AT3G13740.6	AT3G13740.6
AT3G13740	256786_at	AT3G13740.5	AT3G13740.5
AT3G13740	256786_at	AT3G13740.1	AT3G13740.1
AT3G13740	256786_at	AT3G13740.3	AT3G13740.3
AT5G41580	249286_at	AT5G41580.1	AT5G41580.1
AT2G03780	264031_at	AT2G03780.3	AT2G03780.3
AT2G03780	264031_at	AT2G03780.2	AT2G03780.2
AT2G03780	264031_at	AT2G03780.1	AT2G03780.1
AT4G05240	255269_at	AT4G05240.1	AT4G05240.1
AT5G38840	249538_at	AT5G38840.1	AT5G38840.1
AT4G18620		AT4G18620.1	AT4G18620.1
AT4G24800	254089_at	AT4G24800.2	AT4G24800.2
AT4G24800	254089_at	AT4G24800.3	AT4G24800.3
AT4G24800	254089_at	AT4G24800.1	AT4G24800.1
AT4G24800	254089_at	AT4G24800.4	AT4G24800.4
AT3G19410		AT3G19410.1	AT3G19410.1
AT2G20920	265417_at	AT2G20920.1	AT2G20920.1
AT1G18840	261421_at	AT1G18840.2	AT1G18840.2
AT1G18840	261421_at	AT1G18840.3	AT1G18840.3
AT1G18840	261421_at	AT1G18840.1	AT1G18840.1
AT5G25240	246926_at	AT5G25240.1	AT5G25240.1
AT2G16030	253929_s_at	AT2G16030.1	AT2G16030.1
AT3G58170	251579_at	AT3G58170.1	AT3G58170.1
AT1G35410	260104_x_at	AT1G35410.1	AT1G35410.1
AT3G12060	256660_at	AT3G12060.1	AT3G12060.1
AT2G42460		AT2G42460.1	AT2G42460.1
AT5G11930	250344_at	AT5G11930.1	AT5G11930.1
AT2G20850	265395_at	AT2G20850.2	AT2G20850.2
AT2G20850	265395_at	AT2G20850.1	AT2G20850.1
AT5G64370	247275_at	AT5G64370.1	AT5G64370.1
AT3G28600	256991_at	AT3G28600.2	AT3G28600.2
AT3G28600	256991_at	AT3G28600.1	AT3G28600.1
AT4G26580		AT4G26580.2	AT4G26580.2
AT4G26580		AT4G26580.1	AT4G26580.1
AT3G50850	252187_at	AT3G50850.1	AT3G50850.1
AT1G76030	262684_s_at	AT1G76030.1	AT1G76030.1
AT2G23070	267251_at	AT2G23070.1	AT2G23070.1
AT5G52700		AT5G52700.1	AT5G52700.1
AT2G01130	265731_at	AT2G01130.1	AT2G01130.1
AT2G01130	265731_at	AT2G01130.2	AT2G01130.2
AT2G44210	267367_at	AT2G44210.2	AT2G44210.2
AT2G44210	267367_at	AT2G44210.1	AT2G44210.1
AT1G02280	264121_at	AT1G02280.2	AT1G02280.2
AT1G02280	264121_at	AT1G02280.1	AT1G02280.1
AT2G31410	263251_at	AT2G31410.1	AT2G31410.1
AT3G44540	252638_at	AT3G44540.1	AT3G44540.1
AT3G44540	252638_at	AT3G44540.3	AT3G44540.3
AT3G44540	252638_at	AT3G44540.2	AT3G44540.2
AT3G43833		AT3G43833.1	AT3G43833.1
AT1G43665		AT1G43665.1	AT1G43665.1
AT4G28050	253855_at	AT4G28050.1	AT4G28050.1
AT2G03310	266707_at	AT2G03310.1	AT2G03310.1
AT4G17350	245416_at	AT4G17350.1	AT4G17350.1
AT1G52110		AT1G52110.1	AT1G52110.1
AT1G64795		AT1G64795.1	AT1G64795.1
AT2G35910	263937_at	AT2G35910.1	AT2G35910.1
AT1G05180	264585_at	AT1G05180.3	AT1G05180.3
AT1G05180	264585_at	AT1G05180.1	AT1G05180.1
AT1G05180	264585_at	AT1G05180.2	AT1G05180.2
AT5G17850	250053_at	AT5G17850.2	AT5G17850.2
AT5G17850	250053_at	AT5G17850.1	AT5G17850.1
AT5G13920		AT5G13920.2	AT5G13920.2
AT5G13920		AT5G13920.1	AT5G13920.1
AT3G45300	252570_at	AT3G45300.1	AT3G45300.1
AT1G56070	262064_at	AT1G56070.1	AT1G56070.1
AT1G56070	262064_at	AT1G56070.2	AT1G56070.2
AT1G56070	262064_at	AT1G56070.3	AT1G56070.3
AT5G22160		AT5G22160.1	AT5G22160.1
AT3G61550	251330_at	AT3G61550.1	AT3G61550.1
AT1G72000	260175_at	AT1G72000.1	AT1G72000.1
AT3G11220	256412_at	AT3G11220.2	AT3G11220.2
AT3G11220	256412_at	AT3G11220.1	AT3G11220.1
AT2G36430	263915_at	AT2G36430.1	AT2G36430.1
AT4G19170	254564_at	AT4G19170.1	AT4G19170.1
AT1G13260	259364_at	AT1G13260.1	AT1G13260.1
AT5G50360	248505_at	AT5G50360.1	AT5G50360.1
AT5G45030		AT5G45030.2	AT5G45030.2
AT5G45030		AT5G45030.1	AT5G45030.1
AT2G28620	263441_at	AT2G28620.2	AT2G28620.2
AT2G28620	263441_at	AT2G28620.3	AT2G28620.3
AT2G28620	263441_at	AT2G28620.1	AT2G28620.1
AT2G20430	257397_at	AT2G20430.1	AT2G20430.1
AT2G26800	266864_at	AT2G26800.5	AT2G26800.5
AT2G26800		AT2G26800.3	AT2G26800.3
AT2G26800	266864_at	AT2G26800.4	AT2G26800.4
AT2G26800	266864_at	AT2G26800.2	AT2G26800.2
AT2G26800	266864_at	AT2G26800.1	AT2G26800.1
AT4G29990	253671_at	AT4G29990.2	AT4G29990.2
AT4G29990	253671_at	AT4G29990.1	AT4G29990.1
AT5G63590	247354_at	AT5G63590.1	AT5G63590.1
AT3G50180	252191_at	AT3G50180.1	AT3G50180.1
AT4G19275	254567_s_at	AT4G19275.1	AT4G19275.1
AT3G07480	259016_at	AT3G07480.1	AT3G07480.1
ATMG01100	257319_at	ATMG01100.1	ATMG01100.1
AT4G29960	253642_at	AT4G29960.1	AT4G29960.1
AT2G26310		AT2G26310.5	AT2G26310.5
AT2G26310		AT2G26310.3	AT2G26310.3
AT2G26310		AT2G26310.2	AT2G26310.2
AT2G26310		AT2G26310.4	AT2G26310.4
AT2G26310		AT2G26310.1	AT2G26310.1
AT3G47660	252428_at	AT3G47660.7	AT3G47660.7
AT3G47660	252428_at	AT3G47660.4	AT3G47660.4
AT3G47660	252428_at	AT3G47660.6	AT3G47660.6
AT3G47660	252428_at	AT3G47660.1	AT3G47660.1
AT3G47660	252428_at	AT3G47660.2	AT3G47660.2
AT3G47660	252428_at	AT3G47660.5	AT3G47660.5
AT3G47660	252428_at	AT3G47660.3	AT3G47660.3
AT3G14130	257004_s_at	AT3G14130.1	AT3G14130.1
AT3G14130	257004_s_at	AT3G14130.2	AT3G14130.2
AT3G14130	257004_s_at	AT3G14130.4	AT3G14130.4
AT3G14130	257004_s_at	AT3G14130.3	AT3G14130.3
AT4G03240	255420_at	AT4G03240.1	AT4G03240.1
AT5G59030	247745_at	AT5G59030.1	AT5G59030.1
AT2G05840	266036_s_at	AT2G05840.1	AT2G05840.1
AT2G05840	266036_s_at	AT2G05840.3	AT2G05840.3
AT2G05840	266036_s_at	AT2G05840.2	AT2G05840.2
AT3G12260	256267_at	AT3G12260.1	AT3G12260.1
AT5G17700	250045_at	AT5G17700.1	AT5G17700.1
AT5G17700	250045_at	AT5G17700.3	AT5G17700.3
AT5G17700	250045_at	AT5G17700.2	AT5G17700.2
AT4G10710	254992_at	AT4G10710.1	AT4G10710.1
AT4G10710	254992_at	AT4G10710.3	AT4G10710.3
AT4G10710	254992_at	AT4G10710.2	AT4G10710.2
AT4G05060	255258_at	AT4G05060.1	AT4G05060.1
AT5G64950	247206_at	AT5G64950.1	AT5G64950.1
AT3G16785	258430_at	AT3G16785.5	AT3G16785.5
AT3G16785	258426_at	AT3G16785.5	AT3G16785.5
AT3G16785	258430_at	AT3G16785.6	AT3G16785.6
AT3G16785	258426_at	AT3G16785.6	AT3G16785.6
AT3G16785	258430_at	AT3G16785.2	AT3G16785.2
AT3G16785	258426_at	AT3G16785.2	AT3G16785.2
AT3G16785	258430_at	AT3G16785.4	AT3G16785.4
AT3G16785	258426_at	AT3G16785.4	AT3G16785.4
AT3G16785	258430_at	AT3G16785.3	AT3G16785.3
AT3G16785	258426_at	AT3G16785.3	AT3G16785.3
AT3G16785	258430_at	AT3G16785.1	AT3G16785.1
AT3G16785	258426_at	AT3G16785.1	AT3G16785.1
AT5G18360	250038_at	AT5G18360.1	AT5G18360.1
AT3G21940		AT3G21940.1	AT3G21940.1
AT3G21940		AT3G21940.2	AT3G21940.2
AT5G58900	247768_at	AT5G58900.1	AT5G58900.1
AT3G17700	258351_at	AT3G17700.2	AT3G17700.2
AT3G17700	258351_at	AT3G17700.1	AT3G17700.1
AT4G14165		AT4G14165.1	AT4G14165.1
AT1G17970	255899_at	AT1G17970.1	AT1G17970.1
AT1G17970	255899_at	AT1G17970.2	AT1G17970.2
AT5G64510	247293_at	AT5G64510.1	AT5G64510.1
AT5G66910	247065_s_at	AT5G66910.1	AT5G66910.1
AT1G13920	262662_at	AT1G13920.3	AT1G13920.3
AT1G13920	262662_at	AT1G13920.6	AT1G13920.6
AT1G13920	262662_at	AT1G13920.4	AT1G13920.4
AT1G13920	262662_at	AT1G13920.2	AT1G13920.2
AT1G13920	262662_at	AT1G13920.5	AT1G13920.5
AT1G13920	262662_at	AT1G13920.7	AT1G13920.7
AT1G13920	262662_at	AT1G13920.1	AT1G13920.1
AT5G54950	248137_at	AT5G54950.1	AT5G54950.1
AT5G19480	246039_at	AT5G19480.4	AT5G19480.4
AT5G19480	246039_at	AT5G19480.1	AT5G19480.1
AT5G19480	246039_at	AT5G19480.2	AT5G19480.2
AT5G19480	246039_at	AT5G19480.3	AT5G19480.3
AT5G54920		AT5G54920.2	AT5G54920.2
AT5G54920		AT5G54920.1	AT5G54920.1
AT3G48780	252331_s_at	AT3G48780.1	AT3G48780.1
AT3G48780	252331_s_at	AT3G48780.2	AT3G48780.2
AT3G57630	251594_at	AT3G57630.1	AT3G57630.1
AT3G57630	251594_at	AT3G57630.3	AT3G57630.3
AT3G57630	251594_at	AT3G57630.2	AT3G57630.2
AT4G08250	255125_at	AT4G08250.1	AT4G08250.1
AT4G11800	254892_at	AT4G11800.1	AT4G11800.1
AT1G20020	261218_at	AT1G20020.3	AT1G20020.3
AT1G20020	261218_at	AT1G20020.1	AT1G20020.1
AT1G20020	261218_at	AT1G20020.2	AT1G20020.2
AT2G04420	263855_at	AT2G04420.1	AT2G04420.1
AT1G18090	256077_at	AT1G18090.1	AT1G18090.1
AT1G18090	256077_at	AT1G18090.2	AT1G18090.2
AT3G30387		AT3G30387.1	AT3G30387.1
AT2G42510		AT2G42510.6	AT2G42510.6
AT2G42510		AT2G42510.4	AT2G42510.4
AT2G42510		AT2G42510.3	AT2G42510.3
AT2G42510		AT2G42510.5	AT2G42510.5
AT2G42510		AT2G42510.1	AT2G42510.1
AT2G42510		AT2G42510.2	AT2G42510.2
AT4G11950	254842_at	AT4G11950.1	AT4G11950.1
AT2G30310	255863_s_at	AT2G30310.1	AT2G30310.1
AT1G13000	262775_at	AT1G13000.1	AT1G13000.1
AT1G13000	262775_at	AT1G13000.4	AT1G13000.4
AT1G13000	262775_at	AT1G13000.5	AT1G13000.5
AT1G13000	262775_at	AT1G13000.2	AT1G13000.2
AT1G13000	262775_at	AT1G13000.3	AT1G13000.3
AT5G57510	247913_at	AT5G57510.1	AT5G57510.1
AT1G80900	261894_at	AT1G80900.1	AT1G80900.1
AT1G80900	261894_at	AT1G80900.2	AT1G80900.2
AT2G04810		AT2G04810.1	AT2G04810.1
AT4G14300	245605_at	AT4G14300.2	AT4G14300.2
AT4G14300	245605_at	AT4G14300.1	AT4G14300.1
AT1G52600	262161_at	AT1G52600.1	AT1G52600.1
AT2G03931		AT2G03931.1	AT2G03931.1
AT5G53340	248262_at	AT5G53340.2	AT5G53340.2
AT5G53340	248262_at	AT5G53340.1	AT5G53340.1
AT1G65260	264158_at	AT1G65260.2	AT1G65260.2
AT1G65260	264158_at	AT1G65260.1	AT1G65260.1
AT5G58220	247858_at	AT5G58220.1	AT5G58220.1
AT5G58220	247858_at	AT5G58220.2	AT5G58220.2
AT5G58220	247858_at	AT5G58220.3	AT5G58220.3
AT2G27420	265665_at	AT2G27420.1	AT2G27420.1
AT5G46650		AT5G46650.1	AT5G46650.1
AT3G50808		AT3G50808.1	AT3G50808.1
AT2G07644		AT2G07644.1	AT2G07644.1
AT5G15430		AT5G15430.1	AT5G15430.1
AT5G15430		AT5G15430.2	AT5G15430.2
AT5G07650		AT5G07650.2	AT5G07650.2
AT5G07650		AT5G07650.1	AT5G07650.1
AT4G37120	246221_at	AT4G37120.1	AT4G37120.1
AT5G23910	249809_at	AT5G23910.2	AT5G23910.2
AT5G23910	249809_at	AT5G23910.1	AT5G23910.1
AT3G09870	258653_at	AT3G09870.1	AT3G09870.1
AT2G34740	267313_at	AT2G34740.3	AT2G34740.3
AT2G34740	267313_at	AT2G34740.1	AT2G34740.1
AT2G34740	267313_at	AT2G34740.2	AT2G34740.2
AT1G33610		AT1G33610.1	AT1G33610.1
AT1G49435		AT1G49435.1	AT1G49435.1
AT1G61940	264333_at	AT1G61940.2	AT1G61940.2
AT1G61940	264333_at	AT1G61940.1	AT1G61940.1
AT1G77470	259732_at	AT1G77470.1	AT1G77470.1
AT5G67200	246983_at	AT5G67200.1	AT5G67200.1
AT5G41690		AT5G41690.2	AT5G41690.2
AT5G41690		AT5G41690.3	AT5G41690.3
AT5G41690		AT5G41690.1	AT5G41690.1
AT4G15530	245528_at	AT4G15530.5	AT4G15530.5
AT4G15530	245528_at	AT4G15530.3	AT4G15530.3
AT4G15530	245528_at	AT4G15530.4	AT4G15530.4
AT4G15530	245528_at	AT4G15530.6	AT4G15530.6
AT4G15530	245528_at	AT4G15530.2	AT4G15530.2
AT4G15530	245528_at	AT4G15530.1	AT4G15530.1
AT4G15530	245528_at	AT4G15530.7	AT4G15530.7
AT1G12200	261023_at	AT1G12200.1	AT1G12200.1
AT1G12200	261023_at	AT1G12200.2	AT1G12200.2
AT5G42450	249222_at	AT5G42450.1	AT5G42450.1
AT5G42450	249222_at	AT5G42450.2	AT5G42450.2
AT5G17270	250087_at	AT5G17270.2	AT5G17270.2
AT5G17270	250087_at	AT5G17270.1	AT5G17270.1
AT3G06170	256387_at	AT3G06170.1	AT3G06170.1
AT1G02950	262120_at	AT1G02950.4	AT1G02950.4
AT1G02950	262120_at	AT1G02950.1	AT1G02950.1
AT1G02950	262120_at	AT1G02950.3	AT1G02950.3
AT1G02950	262120_at	AT1G02950.2	AT1G02950.2
AT1G02950	262120_at	AT1G02950.5	AT1G02950.5
AT3G07540	259021_at	AT3G07540.1	AT3G07540.1
AT2G19950		AT2G19950.2	AT2G19950.2
AT2G19950	266683_at	AT2G19950.1	AT2G19950.1
AT1G57870	245825_at	AT1G57870.2	AT1G57870.2
AT1G57870	245825_at	AT1G57870.3	AT1G57870.3
AT1G57870	245825_at	AT1G57870.4	AT1G57870.4
AT1G57870	245825_at	AT1G57870.1	AT1G57870.1
AT5G47350	248791_at	AT5G47350.1	AT5G47350.1
AT3G61600	251328_at	AT3G61600.2	AT3G61600.2
AT3G61600	251328_at	AT3G61600.1	AT3G61600.1
AT2G29679		AT2G29679.1	AT2G29679.1
AT5G55135		AT5G55135.1	AT5G55135.1
AT1G56020	262088_at	AT1G56020.1	AT1G56020.1
AT5G53740	248225_at	AT5G53740.1	AT5G53740.1
AT5G53740	256369_at	AT5G53740.1	AT5G53740.1
AT1G71240		AT1G71240.3	AT1G71240.3
AT1G71240		AT1G71240.2	AT1G71240.2
AT1G71240		AT1G71240.1	AT1G71240.1
AT5G45010	248972_at	AT5G45010.1	AT5G45010.1
AT3G25597		AT3G25597.1	AT3G25597.1
AT1G12411		AT1G12411.1	AT1G12411.1
AT3G54340	251898_at	AT3G54340.1	AT3G54340.1
AT1G10870	260469_at	AT1G10870.1	AT1G10870.1
AT1G10870	260469_at	AT1G10870.2	AT1G10870.2
AT1G55210	259655_at	AT1G55210.2	AT1G55210.2
AT1G55210	259655_at	AT1G55210.1	AT1G55210.1
AT3G04520	258599_at	AT3G04520.1	AT3G04520.1
AT3G04520	258599_at	AT3G04520.2	AT3G04520.2
AT3G04520	258599_at	AT3G04520.3	AT3G04520.3
AT2G21630	263542_at	AT2G21630.1	AT2G21630.1
AT4G35800	253133_at	AT4G35800.1	AT4G35800.1
AT4G35800	253133_at	AT4G35800.2	AT4G35800.2
AT5G63420	247385_at	AT5G63420.1	AT5G63420.1
AT5G63420	247386_at	AT5G63420.1	AT5G63420.1
AT3G59220	251513_at	AT3G59220.1	AT3G59220.1
AT5G59100	247756_at	AT5G59100.1	AT5G59100.1
AT5G63310	247376_at	AT5G63310.1	AT5G63310.1
AT3G14170		AT3G14170.2	AT3G14170.2
AT3G14170		AT3G14170.1	AT3G14170.1
AT1G29730	255996_s_at	AT1G29730.2	AT1G29730.2
AT1G29730	255996_s_at	AT1G29730.3	AT1G29730.3
AT1G29730	255996_s_at	AT1G29730.1	AT1G29730.1
AT1G29730	255996_s_at	AT1G29730.4	AT1G29730.4
AT5G18140	250017_at	AT5G18140.1	AT5G18140.1
AT3G15080	257211_at	AT3G15080.1	AT3G15080.1
AT3G16730	258423_at	AT3G16730.1	AT3G16730.1
AT2G14560	265837_at	AT2G14560.4	AT2G14560.4
AT2G14560	265837_at	AT2G14560.2	AT2G14560.2
AT2G14560	265837_at	AT2G14560.1	AT2G14560.1
AT2G14560	265837_at	AT2G14560.3	AT2G14560.3
AT1G05080		AT1G05080.1	AT1G05080.1
AT2G18340	265379_at	AT2G18340.3	AT2G18340.3
AT2G18340	265379_at	AT2G18340.1	AT2G18340.1
AT2G18340	265379_at	AT2G18340.2	AT2G18340.2
AT1G30840	264497_at	AT1G30840.1	AT1G30840.1
AT1G30840	264497_at	AT1G30840.2	AT1G30840.2
AT1G52630	262143_at	AT1G52630.2	AT1G52630.2
AT1G52630	262143_at	AT1G52630.1	AT1G52630.1
AT5G57960	247891_at	AT5G57960.2	AT5G57960.2
AT5G57960	247891_at	AT5G57960.1	AT5G57960.1
AT2G12875		AT2G12875.1	AT2G12875.1
AT5G10800	250447_at	AT5G10800.1	AT5G10800.1
AT5G10800		AT5G10800.3	AT5G10800.3
AT5G10800	250447_at	AT5G10800.2	AT5G10800.2
AT1G80470		AT1G80470.1	AT1G80470.1
AT5G44567		AT5G44567.1	AT5G44567.1
AT3G54650	251850_at	AT3G54650.1	AT3G54650.1
AT3G42960	252780_at	AT3G42960.1	AT3G42960.1
AT2G22400	264048_at	AT2G22400.1	AT2G22400.1
AT5G08055		AT5G08055.1	AT5G08055.1
AT3G27000	257787_at	AT3G27000.1	AT3G27000.1
AT4G25270	254051_at	AT4G25270.1	AT4G25270.1
AT5G37870	249590_at	AT5G37870.1	AT5G37870.1
AT2G44810	266883_at	AT2G44810.2	AT2G44810.2
AT2G44810	266883_at	AT2G44810.1	AT2G44810.1
AT2G47970	266459_at	AT2G47970.1	AT2G47970.1
AT2G47970	266459_at	AT2G47970.2	AT2G47970.2
AT1G01080	261577_at	AT1G01080.1	AT1G01080.1
AT1G01080	261577_at	AT1G01080.3	AT1G01080.3
AT1G01080	261577_at	AT1G01080.2	AT1G01080.2
AT5G18800	249959_at	AT5G18800.1	AT5G18800.1
AT5G18800	249959_at	AT5G18800.2	AT5G18800.2
AT4G30040	253652_at	AT4G30040.1	AT4G30040.1
AT1G73210		AT1G73210.1	AT1G73210.1
AT1G73210		AT1G73210.2	AT1G73210.2
AT1G73210		AT1G73210.3	AT1G73210.3
AT4G27630	262869_s_at	AT4G27630.3	AT4G27630.3
AT4G27630	262869_s_at	AT4G27630.1	AT4G27630.1
AT4G27630	262869_s_at	AT4G27630.4	AT4G27630.4
AT4G27630	262869_s_at	AT4G27630.6	AT4G27630.6
AT4G27630	262869_s_at	AT4G27630.5	AT4G27630.5
AT4G27630	262869_s_at	AT4G27630.2	AT4G27630.2
AT4G27630	262869_s_at	AT4G27630.7	AT4G27630.7
AT1G48730	256135_at	AT1G48730.1	AT1G48730.1
AT1G55740	264532_at	AT1G55740.1	AT1G55740.1
AT3G06860	258555_at	AT3G06860.1	AT3G06860.1
AT4G17240	245411_at	AT4G17240.2	AT4G17240.2
AT4G17240	245411_at	AT4G17240.1	AT4G17240.1
AT1G10180	264407_at	AT1G10180.1	AT1G10180.1
AT4G24270	254147_at	AT4G24270.2	AT4G24270.2
AT4G24270	254147_at	AT4G24270.1	AT4G24270.1
AT4G24270		AT4G24270.4	AT4G24270.4
AT4G24270	254147_at	AT4G24270.3	AT4G24270.3
AT1G53790	262255_at	AT1G53790.2	AT1G53790.2
AT1G53790	262255_at	AT1G53790.3	AT1G53790.3
AT1G53790	262255_at	AT1G53790.1	AT1G53790.1
AT3G24870		AT3G24870.4	AT3G24870.4
AT3G24870	257590_s_at	AT3G24870.1	AT3G24870.1
AT3G24870	257590_s_at	AT3G24870.3	AT3G24870.3
AT3G24870	257590_s_at	AT3G24870.2	AT3G24870.2
AT1G07175		AT1G07175.2	AT1G07175.2
AT1G07175		AT1G07175.1	AT1G07175.1
AT5G28235		AT5G28235.1	AT5G28235.1
AT5G50665	248522_at	AT5G50665.5	AT5G50665.5
AT5G50665	248522_at	AT5G50665.2	AT5G50665.2
AT5G50665	248522_at	AT5G50665.3	AT5G50665.3
AT5G50665	248522_at	AT5G50665.6	AT5G50665.6
AT5G50665	248522_at	AT5G50665.1	AT5G50665.1
AT5G50665	248522_at	AT5G50665.4	AT5G50665.4
AT5G43310	249146_at	AT5G43310.3	AT5G43310.3
AT5G43310	249146_at	AT5G43310.1	AT5G43310.1
AT5G43310	249146_at	AT5G43310.4	AT5G43310.4
AT5G43310	249146_at	AT5G43310.2	AT5G43310.2
AT5G43310	249146_at	AT5G43310.5	AT5G43310.5
AT1G08990	264643_at	AT1G08990.1	AT1G08990.1
AT3G55180	251835_at	AT3G55180.1	AT3G55180.1
AT2G48080	265766_at	AT2G48080.1	AT2G48080.1
AT4G24310		AT4G24310.1	AT4G24310.1
AT1G59850	262898_at	AT1G59850.1	AT1G59850.1
AT1G62421		AT1G62421.1	AT1G62421.1
AT5G07670		AT5G07670.1	AT5G07670.1
AT1G65130	257453_at	AT1G65130.4	AT1G65130.4
AT1G65130	257453_at	AT1G65130.5	AT1G65130.5
AT1G65130	257453_at	AT1G65130.3	AT1G65130.3
AT1G65130	257453_at	AT1G65130.1	AT1G65130.1
AT1G65130	257453_at	AT1G65130.2	AT1G65130.2
AT5G57940	247890_at	AT5G57940.2	AT5G57940.2
AT5G57940	247890_at	AT5G57940.3	AT5G57940.3
AT5G57940	247890_at	AT5G57940.1	AT5G57940.1
AT5G07490		AT5G07490.1	AT5G07490.1
AT4G14713		AT4G14713.3	AT4G14713.3
AT4G14713		AT4G14713.1	AT4G14713.1
AT4G14713		AT4G14713.4	AT4G14713.4
AT4G14713		AT4G14713.2	AT4G14713.2
AT4G14713		AT4G14713.5	AT4G14713.5
AT3G19970	256627_at	AT3G19970.2	AT3G19970.2
AT3G19970	256627_at	AT3G19970.5	AT3G19970.5
AT3G19970	256627_at	AT3G19970.3	AT3G19970.3
AT3G19970	256627_at	AT3G19970.1	AT3G19970.1
AT3G19970	256627_at	AT3G19970.4	AT3G19970.4
AT4G01690	255537_at	AT4G01690.2	AT4G01690.2
AT4G01690	255537_at	AT4G01690.1	AT4G01690.1
AT5G40980	249332_at	AT5G40980.1	AT5G40980.1
AT4G25420	254065_at	AT4G25420.1	AT4G25420.1
AT4G25420	254065_at	AT4G25420.2	AT4G25420.2
AT2G24690		AT2G24690.2	AT2G24690.2
AT2G24690		AT2G24690.1	AT2G24690.1
AT3G18518		AT3G18518.1	AT3G18518.1
AT1G62900	261103_s_at	AT1G62900.1	AT1G62900.1
AT4G19960	254520_at	AT4G19960.2	AT4G19960.2
AT4G19960	254520_at	AT4G19960.4	AT4G19960.4
AT4G19960	254520_at	AT4G19960.1	AT4G19960.1
AT4G19960	254520_at	AT4G19960.3	AT4G19960.3
AT1G63205		AT1G63205.1	AT1G63205.1
AT5G38620	248602_s_at	AT5G38620.1	AT5G38620.1
AT4G35785		AT4G35785.1	AT4G35785.1
AT4G35785		AT4G35785.6	AT4G35785.6
AT4G35785		AT4G35785.5	AT4G35785.5
AT4G35785		AT4G35785.4	AT4G35785.4
AT4G35785		AT4G35785.2	AT4G35785.2
AT4G35785		AT4G35785.3	AT4G35785.3
AT3G11700	259072_at	AT3G11700.1	AT3G11700.1
AT4G02090	255528_at	AT4G02090.1	AT4G02090.1
AT2G41930	267584_at	AT2G41930.1	AT2G41930.1
AT1G56060	262085_at	AT1G56060.1	AT1G56060.1
AT1G56060	262085_at	AT1G56060.2	AT1G56060.2
AT5G15790	246520_at	AT5G15790.3	AT5G15790.3
AT5G15790	246520_at	AT5G15790.1	AT5G15790.1
AT5G15790	246520_at	AT5G15790.4	AT5G15790.4
AT5G15790	246520_at	AT5G15790.5	AT5G15790.5
AT5G15790	246520_at	AT5G15790.2	AT5G15790.2
AT5G60970	247605_at	AT5G60970.1	AT5G60970.1
AT4G19090		AT4G19090.1	AT4G19090.1
AT2G41400	266367_s_at	AT2G41400.1	AT2G41400.1
AT5G32470	246169_at	AT5G32470.1	AT5G32470.1
AT3G62300	251256_at	AT3G62300.2	AT3G62300.2
AT3G62300	251256_at	AT3G62300.1	AT3G62300.1
AT2G36840	263868_at	AT2G36840.1	AT2G36840.1
AT3G03480	259054_at	AT3G03480.1	AT3G03480.1
AT3G48131		AT3G48131.1	AT3G48131.1
AT5G43890	249094_at	AT5G43890.1	AT5G43890.1
AT2G41550	245110_at	AT2G41550.1	AT2G41550.1
AT5G26955		AT5G26955.1	AT5G26955.1
AT2G46140	266581_at	AT2G46140.1	AT2G46140.1
AT2G04840	263670_at	AT2G04840.1	AT2G04840.1
AT1G10490	263255_at	AT1G10490.2	AT1G10490.2
AT1G10490	263255_at	AT1G10490.1	AT1G10490.1
AT5G02870	250973_at	AT5G02870.2	AT5G02870.2
AT5G02870	250973_at	AT5G02870.1	AT5G02870.1
AT4G31390	253517_at	AT4G31390.1	AT4G31390.1
AT4G31390	253517_at	AT4G31390.2	AT4G31390.2
AT4G31390	253517_at	AT4G31390.3	AT4G31390.3
AT4G21700	254367_at	AT4G21700.1	AT4G21700.1
AT1G78260	260806_at	AT1G78260.1	AT1G78260.1
AT1G78260	260806_at	AT1G78260.2	AT1G78260.2
AT2G02990	266743_at	AT2G02990.1	AT2G02990.1
AT1G09880		AT1G09880.1	AT1G09880.1
AT1G09880		AT1G09880.3	AT1G09880.3
AT1G09880		AT1G09880.2	AT1G09880.2
AT1G09880		AT1G09880.4	AT1G09880.4
AT2G19130	267490_at	AT2G19130.1	AT2G19130.1
AT2G10535		AT2G10535.1	AT2G10535.1
AT2G22880	266800_at	AT2G22880.1	AT2G22880.1
AT5G47750	248720_at	AT5G47750.1	AT5G47750.1
AT3G47600	252408_at	AT3G47600.2	AT3G47600.2
AT3G47600	252408_at	AT3G47600.1	AT3G47600.1
