Gene.names,Classes,Protein.IDs,Protein.names,Half.life.protein,nZT00,nZT03,nZT06,nZT09,nZT12,nZT15,nZT18,nZT21,nZT24,nZT27,nZT30,nZT33,nZT36,nZT39,nZT42,nZT45,nb.timepoints.proteins,rel.amp.protein,Phase.protein,Pvalue.protein,FDR.protein,mRNA.ID,ZT00,ZT02,ZT04,ZT06,ZT08,ZT10,ZT12,ZT14,ZT16,ZT18,ZT20,ZT22,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46,rel.amp.mRNA,Phase.mRNA,Pvalue.mRNA,FDR.mRNA
H1f0,2,P10922,Histone H1.0,146.86,-0.50771854,-0.736215198,-0.741057041,-1.087666501,-1.038927766,-0.407189572,-0.594070757,-0.270229907,-0.174534255,-0.267475872,-0.302991616,-0.555914294,-0.834711216,-0.354339313,-0.404358195,-0.759326305,16,0.129561519,22.39228131,0.126389635,0.526557885,1423702_at,10.65666297,10.52554786,10.61852035,10.54576057,10.50515998,10.38123175,10.37037948,10.28474309,10.19354755,10.26613292,10.46401083,10.10156244,10.54772536,10.70095938,10.60073352,10.61300124,10.2905074,10.37072676,10.17278658,9.886273468,9.982044,10.33202173,10.41585986,10.18427644,0.15792562,3.407897205,7.26E-05,0.001771783
Acad11,2,Q80XL6;D3YTQ5;F6U473;Q7TNH5,Acyl-CoA dehydrogenase family member 11,66.66,-0.220949004,-0.113833829,-0.047538389,-0.195347598,-0.060739158,-0.187641078,-0.19761381,-0.06253622,-0.104605043,0.017913613,0.000432873,0.016190991,-0.171847314,-0.195347598,-0.060324133,-0.267835392,16,0.045434171,5.97729577,0.126378637,0.526557885,1433545_s_at,11.72621009,11.74108297,11.76810074,11.95767104,12.02258304,12.13270657,11.83890502,11.78768286,11.67598213,11.68304718,11.85866081,11.87562138,11.75868939,11.85390945,12.13690311,11.97925184,12.18632324,11.98496106,12.04788366,11.86832924,11.85207935,11.84911872,11.94108054,11.68257697,0.09706719,8.372874934,0.002092207,0.01962167
Arl6ip1,2,Q9JKW0,ADP-ribosylation factor-like protein 6-interacting protein 1,NA,0.617454475,0.510642037,0.886219501,0.483177977,0.685616696,0.669900582,0.698786976,0.93464828,0.91427623,0.929720596,1.217155337,0.676849018,0.216954106,0.484065565,0.450399824,0.538743871,16,0.125632957,2.77332194,0.126578234,0.526557885,1423818_a_at,10.98747203,11.07281329,11.15550898,11.21889095,11.31480651,11.42364518,11.3494626,11.13133296,11.17655758,11.12014604,10.86694643,11.1935942,11.21682857,11.21421203,11.27083677,11.23302837,11.34915831,11.32177237,11.12281908,10.99066088,10.99601576,10.95805972,11.0205144,10.88077211,0.111523295,7.992019904,9.98E-05,0.002214013
Eif4e2,2,D3YUV9;Q80ZJ3;Q8BMB3;D3Z729;G3X9H1;Q3UUT0;Q0P688;D3Z730,Eukaryotic translation initiation factor 4E type 2,26.79,-0.200002066,0.03417509,0.036703449,0.159895344,0.137600188,0.122067329,0.255597758,0.162315054,-0.209016592,0.132230024,0.105581882,0.368122761,0.335863084,0.318685677,NA,0.219370737,15,0.103731673,13.2118442,0.021551961,0.527530813,1421985_a_at,8.900992899,8.891446504,9.016497525,8.988261519,9.058648269,9.217064236,9.108204428,9.32642466,8.9750538,9.010355191,8.742889596,8.829858016,8.859158894,8.940565983,9.000682825,8.778988778,9.08144072,9.116170746,9.07924543,9.288713519,9.166848079,9.077443079,8.933812297,9.123648429,0.102102557,12.5030487,0.00075714,0.009332542
Trim2,2,E9QKC6;Q3UHH4;Q9ESN6,Tripartite motif-containing protein 2,15.195,0.529447517,0.218497598,-0.061568849,-0.343692069,-0.182056609,-0.394953085,-0.530170648,-0.023184369,0.041417126,-0.135797512,0.186360392,0.188660503,-0.474358163,-0.158983251,-0.124725152,NA,15,0.18377868,2.230211382,0.022744506,0.527530813,1417027_at,8.934346958,8.835877006,8.662570351,8.435963267,7.880225901,7.690725768,7.262806455,7.624545996,8.056531939,8.581180309,8.982594377,8.335472948,8.90043551,8.712774042,8.430310054,8.489396326,7.588040015,7.448523208,7.874730663,8.127868841,8.280743898,8.57517399,8.52064712,8.637438639,0.392136266,23.29156241,1.20E-07,1.73E-05
Cfp,2,P11680,Properdin,51.11,-0.193834811,-0.49036475,-0.803640357,-0.678702946,NA,-0.236584458,-0.413485768,-0.189919418,-0.194843512,-0.175684271,-0.631895859,-0.555619857,-0.706641057,-0.115965432,0.035372181,-0.527770989,15,0.162159424,20.06124623,0.018507557,0.527530813,1452279_at,8.388767544,8.233184708,8.404301828,8.202557375,8.085807718,8.315107051,9.049595506,8.727897186,8.884190886,8.956830912,9.077232765,9.150613251,8.480925707,8.217287718,8.349606811,8.246556041,8.420684207,8.263472185,8.186648174,8.564372282,8.771119652,8.927812955,8.594604377,8.691454157,0.249105592,18.11658716,3.04E-05,0.000950792
Fcho2,1,Q3UQN2;Q3UQN2-3;Q3UQN2-2;F6RG68,FCH domain only protein 2,77.93,-0.051163253,-0.070526721,-0.143785225,-0.039419183,0.014295567,0.101536223,-0.049770152,-0.191562651,-0.12498977,-0.321004474,-0.221815228,NA,0.066593546,-0.099497201,0.056071174,-0.206268125,15,0.075080078,14.01423436,0.022023997,0.527530813,1437200_at,8.369582993,8.786929996,8.164929732,8.844322634,9.00830418,8.905725986,8.483987292,8.536952664,8.706804553,8.526145935,8.895302208,8.051173618,8.318378483,8.616653322,8.795628132,8.91876432,9.133420879,8.593902828,8.274042072,8.671219644,8.463860883,8.339646624,8.776391881,8.147378588,0.135852799,8.411432881,0.065514812,0.212957372
Ptprj,1,E9QNI4;A2AWF9;E9QAB0;Q64455;A2AWF8;E9Q4S7,Receptor-type tyrosine-protein phosphatase eta,NA,0.205147492,0.032196894,-0.075327251,-0.142348082,-0.118625514,NA,-0.012211084,0.010163435,0.077314991,-0.147306699,-0.006764782,-0.106750315,0.083156518,0.030575026,0.111726282,0.213972465,15,0.07233098,20.68280466,0.024996224,0.529919949,1427629_at,4.127306102,3.745626227,3.684408233,3.465136203,3.60229229,3.556885129,3.918960731,3.778027512,3.522530929,3.805419646,4.42439745,3.758827945,3.809487992,3.624776177,3.541190259,3.532845077,3.733520611,3.476369171,3.827843268,3.373766083,4.262729558,3.573305775,3.619676734,3.678303475,0.11393191,19.8051946,0.128446409,0.32366792
Clip1,2,F8WIA1;D3Z2Z1;Q922J3;D3Z3M7;Q922J3-2;F6RCU2;Q8C0S5;F6RAY2,CAP-Gly domain-containing linker protein 1,60.89,0.1284875,-0.023326332,0.073013812,0.054751892,-0.099497201,0.072907585,0.056311173,0.065400468,0.099741788,-0.031395196,0.096668592,0.037547222,-0.014783753,-0.068189259,0.219958725,0.198626094,16,0.043887231,21.82522104,0.127607192,0.530045993,1452929_at,8.613856396,8.57802157,8.692039017,8.635933417,8.798385151,8.798613859,8.901873049,8.836751495,8.672419631,8.773598997,8.554882537,8.658156783,8.579562272,8.50353467,8.618482752,8.723150993,8.766371499,8.898069596,8.813564951,8.715322943,8.753756633,8.716284963,8.589388228,8.453112833,0.098976203,11.57456452,4.69E-07,4.66E-05
Fubp3,1,Q3TIX6;A2AJ72;F7AM43;A2AJ71;F6S444;F6W2V3,,43.29,-0.106214296,-0.160533009,-0.112233058,-0.157302466,-0.005902957,-0.038155201,-0.147306699,-0.162467868,-0.191309967,-0.368153711,-0.277984747,-0.168513676,-0.040120917,-0.218223197,-0.095316842,0.00911773,16,0.047845235,15.67480109,0.12829115,0.532092802,1433679_at,7.859930769,7.641408818,7.861311158,8.11095599,8.274308375,8.317315339,8.130152413,7.982201144,7.562428175,7.863914127,7.982205058,7.563895068,7.467069234,7.89174974,7.823559188,8.074480057,8.3305379,7.498759526,7.801071454,7.341586364,7.755730983,7.485952819,7.926365092,8.013730929,0.131211001,7.457030081,0.080268065,0.242080475
Calr,2,P14211,Calreticulin,135.41,0.243403649,0.218833358,0.163219454,0.074836068,-0.037171338,0.230956138,0.112661902,0.181542063,0.146499304,0.128408648,0.13667998,0.04672731,-0.055612157,-0.083928155,0.017899005,-0.144568518,16,0.057767991,2.219783182,0.12885918,0.53365342,1417606_a_at,12.95625753,13.04055519,12.83029408,12.57385099,12.6547236,12.58220865,12.48954985,12.704638,12.74554585,12.97666341,13.11091808,12.81657961,13.09927955,13.11991164,12.89192904,12.69932176,12.65656064,12.6237742,12.3569537,12.5956652,12.51923628,12.80476262,12.95953753,12.92708061,0.17744668,23.24268731,3.66E-07,3.97E-05
Ilvbl,2,Q8BU33;Q8BU33-2;Q8BU33-3,Acetolactate synthase-like protein,172.46,0.397809202,0.260825888,0.706017486,0.165207895,0.203701281,0.206794946,0.284106629,0.264217901,0.356845708,0.384960435,0.375328225,0.332552897,0.055666266,0.339418161,0.296296826,0.211665089,16,0.072412241,3.122891551,0.129479513,0.534631283,1454658_at,8.427431965,8.127066221,8.475019167,8.390647132,8.581187153,8.56267927,8.585752857,8.354878323,8.309954692,8.184682587,8.284098407,8.296231231,8.206440995,8.263579199,8.286923545,8.42428567,8.503734113,8.540561106,8.384509721,8.197503544,8.24298638,8.226178909,8.431423976,8.184305144,0.092847903,8.93233766,0.001397924,0.014706735
Mrpl32,1,Q9DCI9,"39S ribosomal protein L32, mitochondrial",32.46,0.147170154,-0.021195425,0.392553683,0.129323593,0.337976843,0.142544441,0.102201969,-0.019061365,0.177522728,0.44789841,0.222111123,0.118993259,0.196954862,-0.168385305,0.126974299,-0.009777122,16,0.079697292,6.364228676,0.129384291,0.534631283,1424372_at,9.38128201,9.50300828,9.503626419,9.693955327,9.523156647,9.558298135,9.496812787,9.527044044,9.335790923,9.472564569,9.322563627,9.44804182,9.423202218,9.473081529,9.499949904,9.520928966,9.550971331,9.424218614,9.541061769,9.534769103,9.538751649,9.511468756,9.493258642,9.728340214,0.026166998,7.706862531,0.339046284,0.566366401
Fech,2,Q544X6;P22315;F7CAB4,"Ferrochelatase;Ferrochelatase, mitochondrial",47.97,0.733051587,0.698014423,0.69710194,0.722467467,0.862129292,0.693294461,0.777541628,0.686289774,0.702515084,0.756501518,0.829126338,0.81725686,0.761433229,0.727618422,0.798090171,0.625021754,16,0.030691701,10.4905935,0.131098684,0.534865975,1418699_s_at,11.11961553,11.029933,11.25590964,11.30484976,11.54052433,11.42028401,11.41778629,11.30024429,11.21785887,11.09483304,10.98638411,11.16159574,11.16299387,11.19263968,11.2448124,11.43349337,11.40724945,11.4652241,11.32867563,11.26393381,11.20433211,11.06219747,11.09487475,10.95166249,0.141114887,9.230182342,2.54E-09,1.33E-06
Banf1,1,O54962,Barrier-to-autointegration factor,159.35,-0.023184369,-0.332392869,-0.249506021,-0.535853894,-0.287354085,-0.388134419,-0.125254339,-0.337654011,-0.21238257,-0.263395035,-0.102187793,-0.365132593,-0.545177635,-0.241107975,-0.355016264,-0.31533436,16,0.067932061,23.88904348,0.129804327,0.534865975,1421082_s_at,9.661261412,9.598047242,9.590337678,9.651050437,9.66719649,9.709091343,9.550009107,9.838845884,9.603020847,9.643775625,9.709103424,9.654366492,9.641652492,9.659860816,9.519512083,9.581381488,9.684551597,9.653725996,9.874758071,9.887909792,10.04016388,9.845018235,9.694806371,10.13063205,0.07632614,16.77135294,0.04299922,0.161514769
Serping1,1,P97290;A2ATR8,Plasma protease C1 inhibitor,NA,0.13167672,0.021423608,-0.299244658,-0.078336571,-0.034356597,0.086905708,-0.05088474,0.150016748,0.065385372,-0.141040345,-0.185486004,-0.021479727,-0.190551652,0.197765416,-0.087734382,-0.100439479,16,0.066445706,19.20966187,0.132222437,0.534865975,1416625_at,13.41962964,13.28888773,13.29703717,13.2538701,13.30192465,13.26690501,13.42343494,13.23850118,13.4465888,13.43654688,13.49548517,13.41182675,13.32885457,13.30862304,13.33272494,13.39535484,13.35510633,13.29119578,13.01986167,13.13364262,13.13718653,13.28965088,13.41496166,13.2623684,0.043332318,22.99595655,0.128872176,0.324266536
Igf2r,2,Q07113,Cation-independent mannose-6-phosphate receptor,83.43,0.035786222,-0.030547964,-0.024319679,0.009016105,-0.080794082,-0.048654702,-0.051163253,-0.101650076,0.036037662,-0.083247414,0.116332268,-0.129876461,-0.069564695,-0.109962253,-0.117163075,0.019740669,16,0.033926654,2.881587978,0.131773551,0.534865975,1424111_at,7.276778424,7.178861195,7.387903235,7.649014019,7.598340118,7.768822243,7.675156275,7.569348756,7.376081016,7.498126706,7.058355901,7.033400227,7.33380322,7.524985317,7.711295898,7.459356382,7.612864061,7.395759969,7.565105991,7.50046874,7.336845191,7.289239111,7.475731639,7.207715087,0.136896284,9.413777358,0.000242728,0.004210496
Acsm3,2,Q3UNX5-2;Q3UNX5,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",NA,0.04496996,0.06312277,0.034470575,0.080057411,0.082453674,0.09324791,0.170718702,0.012024339,0.025735022,0.092847819,0.086645245,0.134556225,0.081445843,0.091632841,0.140030452,0.066064845,16,0.02068916,13.89189339,0.132110263,0.534865975,1425559_a_at,9.32193716,9.529499768,9.503223788,10.02995929,10.1475949,10.1366432,9.666647716,9.786307907,9.597176286,9.45224148,9.321036642,9.522146843,9.778607508,9.691986394,9.976760353,10.09958304,10.23003569,10.33534781,10.03271336,9.947799726,9.539239052,9.599428479,9.644600635,9.129985244,0.264214743,8.941060794,1.45E-06,0.000104612
Ecm1,1,Q61508;Q61508-2;D3Z0U9;D3Z038;D3YV22;D3YZV0,Extracellular matrix protein 1,3.06,-0.375845725,-0.426425791,-0.338567037,-0.566474224,-0.28475101,-0.645609441,-0.41705586,-0.317188278,-0.163112244,-0.392097567,-0.570462931,-0.579469817,-0.355805639,-0.421263701,-0.464668267,-0.227741076,16,0.06526094,22.56630142,0.131863412,0.534865975,1448613_at,10.25712626,10.01248926,10.13025535,10.1789539,10.30336134,10.41291398,10.34865137,10.34235731,10.04778844,10.26641085,10.89337197,10.88245869,10.70199037,10.64110092,10.63605617,10.88723717,10.48978242,10.59009336,10.35127833,10.33892197,10.09375329,10.67106858,10.54586095,10.40126541,0.073001177,23.84933137,0.490567243,0.690134229
Txnl1,1,Q8CDN6,Thioredoxin-like protein 1,31.83,-0.098823768,-0.000721167,-0.068051643,-0.091665988,-0.167100969,-0.105543992,-0.177471364,-0.180529813,-0.165558254,-0.183835831,-0.172615522,-0.144568518,-0.074094354,-0.150429698,-0.235972083,-0.221444053,16,0.030551054,6.985896848,0.129968998,0.534865975,1435235_at,8.329864938,8.312997236,8.235185238,8.357013521,8.263498493,7.811622612,8.057130316,8.487788785,8.247470406,8.437712594,8.913876213,7.935747741,8.077389511,8.140336054,8.044616933,8.215682114,8.185084608,7.954884325,7.859606111,8.053991145,8.274615473,8.159227146,8.178515041,8.345567762,0.095022521,20.94195901,0.163652287,0.374378989
Stab2,2,Q8R4U0;F7CNH8,Stabilin-2;Short form stabilin-2,NA,-0.121413331,-0.098823768,-0.126576457,-0.004033901,0.142050844,-0.141563582,-0.124328135,-0.076011739,-0.202511756,-0.29372361,-0.07299756,-0.062121712,-0.242328116,0.122459901,-0.115299644,-0.284395681,16,0.062420898,12.08751115,0.130900147,0.534865975,1419423_at,9.046976235,8.955626142,8.972648485,9.100091687,9.01232946,9.080071834,8.889321253,8.836670417,9.004117323,8.82873454,8.697754161,8.800646456,9.061159474,9.120965249,9.047519923,9.025967998,8.938499263,9.15255659,8.941148345,8.754920441,8.735440689,8.81891462,8.577362561,8.590307982,0.111351466,6.441611535,0.000328809,0.005227222
Rnpep,1,Q8VCT3;E9PYF1,Aminopeptidase B,416.09,-0.105678078,-0.143393419,-0.131589484,-0.188021051,-0.088005871,-0.192194165,-0.027012465,-0.146264195,-0.178109076,-0.054362288,-0.193960937,-0.157173094,-0.151988666,-0.022474347,-0.049351959,-0.058247217,16,0.030077586,18.75730385,0.130965774,0.534865975,1451243_at,8.526124575,8.378508409,8.199421099,8.481367602,8.336168479,8.217287718,8.534737702,8.593844322,8.679430573,8.638086241,8.903969069,8.355875783,8.655378744,8.706908281,8.790632247,8.638156015,8.458959109,8.595818553,8.76950239,8.711418479,8.62304594,8.636897635,8.72021409,8.877413287,0.08405247,18.79472663,0.064019529,0.210110959
Aadac,1,Q99PG0,Arylacetamide deacetylase,68.39,0.24778235,0.086246981,0.390320673,0.160282225,0.066623763,0.147457757,0.089835319,0.222279415,0.200614236,0.141366457,0.185802347,0.101319535,-0.103262627,-0.041102772,0.031459455,-0.21673422,16,0.071279376,4.108572661,0.130946596,0.534865975,1448813_at,12.62343105,12.72510968,12.70038943,12.83545554,12.68348556,12.73631935,12.63642191,12.66033656,12.5722173,12.61529093,12.61724897,12.72840351,12.7771091,12.77169483,12.76760169,12.89760322,12.72897041,12.73357363,12.88512275,12.71648458,12.8228669,12.66003068,12.64802129,12.7508597,0.040575014,6.250004237,0.049265357,0.177031062
Pycrl,2,Q9DCC4,Pyrroline-5-carboxylate reductase 3,542.17,-0.22428729,-0.126708602,-0.104605043,0.043958221,-0.142740172,-0.092072095,-0.174022842,-0.370387504,-0.131062617,-0.157431827,-0.008917095,-0.029982866,-0.116897018,-0.286408055,-0.122076304,0.000158705,16,0.051068666,7.999462255,0.130420959,0.534865975,1416400_at,8.282666877,8.028078281,8.168197395,8.113151946,8.109081282,8.117852101,8.04778658,8.391036975,8.511606786,8.303693715,8.003620801,8.222131676,8.075532036,8.220243351,7.697425869,7.899837382,8.187926919,8.136973616,8.569302252,8.534413489,8.606739136,8.669259621,8.506351153,8.481512587,0.172156851,16.71497061,0.000397148,0.005942853
Dpys,1,Q9EQF5;F6ZLZ4,Dihydropyrimidinase,88.49,-0.199499604,-0.225151512,-0.181293413,-0.274530045,-0.199499604,-0.452595435,-0.430071128,-0.405121035,-0.192320435,-0.148478616,-0.304744658,-0.286644621,-0.23780843,-0.272978695,-0.292899515,-0.109962253,16,0.04717755,3.612883324,0.131981456,0.534865975,1425688_a_at,10.19612224,9.828758494,10.14600411,10.40345865,10.34064567,10.22738745,10.38940959,10.12499405,10.26277415,9.821405385,10.11192595,10.44480623,10.11003785,10.29343137,10.10695552,10.36130317,10.40313816,10.40465779,10.12368582,10.01011043,9.980465106,9.912447271,10.03190344,9.82645758,0.10850394,7.698494903,0.012336349,0.069193095
Mrpl39,1,Q9JKF7,"39S ribosomal protein L39, mitochondrial",60.38,-0.102053383,-0.057831475,-0.09895848,-0.061983516,-0.033933911,0.006622721,0.108005405,0.000952493,-0.127501219,-0.118226814,0.062987127,-0.018491749,-0.02474519,-0.066674763,0.124723199,-0.082021269,16,0.037777987,15.60850971,0.13168675,0.534865975,1448909_a_at,11.53673228,11.62993423,11.82979829,11.83581922,11.84604936,11.73592195,11.7111616,11.70926743,11.44995393,11.67956727,11.42711584,11.4617911,11.53179291,11.49188344,11.62180073,11.61241221,11.69906568,11.64659768,11.59536629,11.43769177,11.65255181,11.78348968,11.72516309,11.69405931,0.049879235,8.217928131,0.142511086,0.344409179
Homer2,2,Q9QWW1;Q9QWW1-2;E9Q4F9,Homer protein homolog 2,NA,-0.188780698,-0.374065718,-0.738378743,-0.266756562,-0.38758312,-0.344942091,-0.070389328,0.010236081,-0.357608304,0.214005932,-0.28557977,-0.350270924,-0.221072783,-0.449323657,-0.203263813,0.075231193,16,0.112711779,21.43978524,0.132227018,0.534865975,1424367_a_at,9.057873022,8.633558216,8.853934082,8.983965285,9.722500936,9.628538314,10.11033999,10.32609017,9.794758485,9.44828258,9.116836888,9.043675241,8.579451273,8.82376679,9.00778847,9.176815054,9.73520231,9.977039585,10.2418805,10.28415963,9.863971857,9.645035866,9.145747052,9.006898778,0.494320895,13.01372387,3.12E-12,2.35E-08
Cdk9,1,Q99J95;Q99J95-2;Q99J95-3;D6RHP4,Cyclin-dependent kinase 9,32.96,NA,NA,0.218312963,-0.234010733,NA,-0.509949146,NA,-0.066261442,-0.109026176,0.348482128,NA,NA,NA,NA,NA,NA,6,0.272197664,3.212123319,0.079849229,0.535480136,1457240_at,4.262647758,4.271200423,4.453953617,4.091548744,4.266256149,4.386884284,4.137934131,4.013440954,4.151636205,4.346246624,4.366898418,4.031590045,4.250552305,4.128069782,4.38982197,4.238104046,4.062093258,4.220938477,4.324064776,4.177018152,3.995009149,3.995005884,4.312411439,3.989541788,0.041390572,4.674884316,0.348839508,0.575521937
Eif4a1,1,P60843;Q3TSJ4;D6RJ11;D6RJ60,Eukaryotic initiation factor 4A-I,47.91,0.001371212,0.076478068,0.001631167,-0.040401515,-0.026162654,0.15712573,0.023225795,0.051802865,0.016147223,-0.038155201,-0.062121712,-0.012211084,-0.02672925,0.006463303,0.050143881,0.002035635,16,0.026348193,18.72389933,0.132948245,0.536226928,1434985_a_at,11.56569082,11.52926283,11.55765189,11.61743625,11.70716633,11.7719658,11.81885194,11.91544443,11.71578616,11.73402559,12.089055,11.42446803,11.52465195,11.6576057,11.58956114,11.48980334,11.87414813,11.77314798,11.75962782,11.89392572,11.47468871,11.63718042,11.55165333,11.65262919,0.085683009,13.12008186,0.02177193,0.102605626
Maob,1,Q8BW75;E9Q3X6;E9PVL9,Amine oxidase [flavin-containing] B,NA,0.130381236,0.136029842,0.465699297,0.069330778,0.413595525,0.126202547,0.005579578,0.243779423,0.322018266,0.414960558,0.528261065,0.288646066,-0.074642438,0.184719698,0.213102585,0.184424571,16,0.08552238,4.640480663,0.132948825,0.536226928,1434354_at,12.22239786,12.05807118,12.06545217,12.25207537,12.2322077,12.14725315,12.17652612,12.14271921,12.07656476,11.9895973,12.17645064,12.40296347,12.06569917,12.13579312,12.35371649,12.27528909,12.36919636,12.17033744,12.39910746,12.24298714,12.11376265,11.86671036,11.90986304,11.8676476,0.077339755,7.810240544,0.022604397,0.105166174
Fbln5,2,Q9WVH9,Fibulin-5,NA,-0.644594661,-0.942983598,-0.857503334,-0.745452483,-0.78098194,-0.680864422,-0.556208672,-0.631057706,-1.077789889,-0.620492574,-1.162725653,-0.742609903,-0.772223506,-0.650396947,-0.779974061,-0.793105148,16,0.076981128,16.80811586,0.13320011,0.536462961,1416164_at,6.626646736,6.055283692,6.215207076,6.774834439,6.723956097,6.937760581,6.735113525,6.659937206,6.288107112,6.294982154,6.340982305,6.215407632,6.444468728,6.694965277,6.631702536,6.47128109,6.717267714,6.697650784,6.43038407,6.322538626,6.221532267,6.219861634,6.227416468,6.507514166,0.148577016,8.170921624,0.003945315,0.030731894
